MYC,MYCN
MYC,TP53
MYC,SMARCA4
MYC,TFAP2C
MYC,E2F1
MYCN,SMARCA4
MYCN,E2F1
TP53,MYC
TP53,SMARCA4
TP53,HOXC9
TP53,MECOM
SMARCA4,MYC
SMARCA4,MYCN
SMARCA4,MECOM
HOXC9,TP53
TFAP2C,MYC
E2F1,MYC
E2F1,MYCN
E2F1,TP53
E2F1,SMARCA4
E2F1,HOXC9
E2F1,TFAP2C
E2F1,FOXP3
FOXP3,STAT4
MECOM,SMARCA4
STAT4,MYC
STAT4,FOXP3
