,SCLC-A,SCLC-A2,SCLC-N,SCLC-P,SCLC-Y
Hexb,0.029389031699686378,0.03576758140885863,0.03709276905035574,0.03843311078022177,0.047731274868506215
Hid1,0.025927447350360757,0.029946637146731025,0.024238430875991528,0.02360747128273346,0.01066184943235047
Hist1h2bh,0.027974784113549225,0.02016746508588586,0.012697975465994807,0.021794412792381382,0.005943909711714651
Hist1h4c,0.03673206502419347,0.022246166641210922,0.025548997190825855,0.028094796234070938,0.012330046976171525
Hist2h2be,0.027434270877995843,0.02244111077184363,0.02549927736664317,0.013490192162848814,0.014912256970884578
Hist3h2a,0.025440072030678336,0.027106529512783528,0.03799678412381812,0.022661175613770727,0.018159317768554173
Hla-a,0.03866115414640321,0.04999251200681665,0.039946769207658814,0.05294544243500543,0.052763605425380104
Hla-b,0.018900076460958086,0.03492434371077482,0.010950925708675067,0.03594560344854357,0.05665912564200724
Hla-c,0.028430226338455333,0.04637747010527826,0.014440979671504898,0.045034303869243224,0.05710515226648028
Hla-e,0.00617956007078323,0.01452159649345586,0.010264515903660778,0.03004895954978772,0.04697075317489062
Hla-f,0.0027651787203873115,0.012585619923495042,0.005494356646692143,0.00884704045651684,0.03099297949879246
Hmga1,0.04368212861984243,0.03881910629008189,0.05935333488054297,0.06876446002826656,0.04010617799667972
Hmgn5,0.012432628943569973,0.011560062397363902,0.012903656206226938,0.04321775660964556,0.02376312018409371
Hmox1,0.005759455336330765,0.007309434509679742,0.014229305671270065,0.0157116371850199,0.03010550500844715
Hmsd,0.022389427277054928,0.02919197346011258,0.003569056919402469,0.007711951587488923,0.006485940658543045
Homer2,0.024285995056118437,0.013366577903353381,0.0356071391176351,0.028106056124682352,0.022050432056339643
Homer3,0.018337468366919296,0.009428058469306744,0.01685194351998257,0.024968428479545342,0.03919949985297748
Hook1,0.03126937312424408,0.03648226530945086,0.027896289764718675,0.03522474436364753,0.00873134178822506
Hoxb2,0.025842659901386268,0.03414875295445324,0.02147306231825989,-0.004821044186322563,0.016456949037182308
Hoxb3,0.020502837241682923,0.028163996584151686,0.019037471979252808,0.010638311560750834,0.017187790640146746
Hoxb5,0.016901512497817135,0.037393747070144395,0.006165541793904827,-0.003283859204854062,0.00905663017850396
Hoxb6,0.009224265820696567,0.03175630502310222,0.0034399407165575176,0.004843430805146327,0.013813309739280376
Hoxb7,0.022068795864104627,0.03459563437435518,0.017542133755915748,0.013900296076280533,0.029223320230057963
Hoxb8,0.01161409178978523,0.026051914049685727,0.00829395692106583,0.002381375165519171,0.004869107838271833
Hoxc10,0.009569870335139284,0.013414079575248738,0.019552379346102225,0.03559480765599272,0.03446493568586061
Hoxd10,0.02756061853835905,0.03281396254507277,0.01802102109686029,0.007468549645473683,0.010870712974882403
Hpca,0.023627373145048834,0.006708995628840554,0.04696808865830262,0.015842003274326444,0.005678691663331731
Hpse,0.021116274372883187,0.026888155558943215,0.012728264458236363,0.01430422472313351,0.013694248660061477
Hr,0.01443855832517201,0.002024309421402642,0.03023475531778232,0.010653251326871884,0.012594070844088718
Hspb1,0.037983700635505636,0.04442394691268866,0.049341943349258385,0.0360870183415595,0.056850981336357125
Htatip2,0.029612219815053763,0.04320497387331147,0.023636059617812382,0.033494180513542623,0.029854204331365517
Htra1,0.011809067807613557,0.006384693584456588,0.017678464115415012,0.011110385048105739,0.04173859812973835
Hunk,0.02771188341300858,0.0060394231597397045,0.0225110820267405,0.007988044649400356,0.010012769874577271
Ica1,0.03945870619049544,0.04508503020538611,0.02723506112184605,0.04203688257251822,0.016433641088442266
Id1,0.04158569047581284,0.038084279090186204,0.037334159665789055,0.03686848589796173,0.047772804417036255
Id2,0.05002315942544913,0.05176728568210007,0.04075768542026524,0.05007923328407635,0.04146151678257379
Id3,0.041402043210437604,0.03623032797570001,0.04149729207378111,0.04148779023583693,0.05149844689299574
Id4,0.04647522945426046,0.036078658999452874,0.028381019593660843,0.022958171719326195,0.021856732219963367
Ier3,0.006752732598616432,0.017345377394496125,0.009294188211842535,0.025790834433254296,0.04272319697772046
Ifi16,0.006972109471361583,0.015142322658245968,0.0010396386162636914,0.007376943124775058,0.02973144578878539
Ifi27l2,0.03010491267057769,0.025086301384696398,0.03478678546838057,0.0267371436996656,0.048758386382579115
Ifi30,0.022855878736270933,0.04499964240438564,0.031204466738676405,0.03727955854687684,0.03434937711181489
Ifi35,0.009097396083803052,0.017859685519536657,0.006736640537101378,0.014108994153053667,0.034269142081171544
Ifi6,0.024121862664169918,0.029418353065629545,0.025616895866422552,0.018521284090258612,0.04479472458242778
Ifitm2,0.002069668479054668,0.02015849103119863,0.003240092505468071,0.021357039686935423,0.04704267042999313
Ifitm3,0.007675804113782218,0.01720233098132755,0.004499226208849859,0.03970736245502503,0.05798189192208528
Igf2bp2,0.0008048252949685026,0.0044137591833564695,0.011663320388979496,0.03355997466057188,0.031068989533467053
Igfbp2,0.05013919147093476,0.050257641580847216,0.051889237715271715,0.03464011482778228,0.038848647380084624
Igfbp3,0.004921305761890048,0.021786000357763013,0.005136689426901142,0.018313302365986873,0.041830021832093466
Igfbp4,0.020659039741346887,0.011495486087485903,0.02847472230012855,0.01757630076348277,0.04774942544657034
Igfbp5,0.04619909630322115,0.05455794308074224,0.025758468998399505,0.004367810494567005,0.013566287485389295
Igfbp6,0.00955918815252308,0.014448865874487505,0.007734964569567071,0.002966691456880019,0.02784083058471176
Igfbpl1,0.03972970626042865,0.02902605400442519,0.044557350897629765,0.02272286915213986,0.010349670002207123
Igsf21,0.021660858502251103,0.01832952460059184,0.028702832692828743,0.016167864340242526,0.006991552155226331
Igsf9,0.03367056898997765,0.017734352325474764,0.024207487374935787,0.03180322716138899,0.01209069051590982
Ikbip,0.01883428049667492,0.017266040163693742,0.02598093498135023,0.01698918631441641,0.0389855485548624
Il13ra1,0.016732571351495633,0.03348213010561203,0.014431913762987912,0.04411408482375454,0.035199761139745774
Il17rb,0.021931494723015588,0.026167615312361777,0.01828609628161704,0.03263178090824609,0.008880577418625071
Il27ra,0.009001767711617294,0.011294919513902128,0.014667269783159433,0.01622117927731057,0.02618511526313594
Il4r,0.004661355917975546,0.005528691163533311,0.006883311844077334,0.016757767240456547,0.029417851899074084
Il6st,0.02279299665958146,0.026880046502355863,0.020571626539287395,0.017237039184324662,0.03903544090885049
Ildr2,0.02772394656280061,0.015402934121303781,0.009374547330649649,0.005311032279515616,-0.00010940638941708384
Ina,0.04301552934344021,0.035333119832302716,0.03947023239909757,0.028462834769465855,0.02043727249060969
Inhbb,0.013590193281888999,0.0260531170183182,0.009888741760075913,0.013687080492722506,0.003950167529430704
Inppl1,0.04158862116102577,0.04793145850382093,0.03383282091323723,0.045225547553231535,0.034664442823782914
Insig1,0.04392712204247953,0.039391875159077626,0.04292367687191089,0.0451677525085237,0.02376465021155531
Insm1,0.05187893638819649,0.04367107513250819,0.04914648632734146,0.02382539774406061,-0.002678093252628832
Irf1,0.01670177746269059,0.026411575827328455,0.01483265582475742,0.01977313785923254,0.02795588585955185
Irf6,0.02681590066687288,0.025031141870400498,0.010417377864843992,0.02599400749063325,0.005224130949684224
Irf9,0.01922668396458793,0.026491865644521367,0.015111575280864572,0.024620526994091695,0.03612669751680495
Irx2,0.031215511347793712,0.012574995726384907,0.010801705644002343,0.014771886877034833,0.006413434512634652
Isg15,0.01317748325690608,0.02487053718841902,0.01692071119905814,0.023702825117279402,0.04727712627795151
Isg20,0.013292294074572835,0.024945400731848217,0.004612291776015824,0.016540870612417453,0.023170988818493693
Isl1,0.04998268286420422,0.020937030248517043,0.018531428538812778,0.01059216316385942,0.00043281830539772503
Itga3,0.022038553797825607,0.0278358750581016,0.019108328978859012,0.017278288323622028,0.03708225822659478
Itga5,0.002444616843661971,0.00358328198912038,0.009864097031313006,0.013638175208567613,0.030059690860580506
Itga7,0.017157638072482273,0.010353436710881994,0.02965279991390769,0.008293898402441324,0.02528682307603762
Itgav,0.020149017036421756,0.025506144820140384,0.022805038970738354,0.033792327727682606,0.04176957421875077
Itgb1,0.04428932641801452,0.042958701351695,0.042722221848365306,0.054151105961352274,0.05708249507863079
Itgb5,0.004395816524408344,0.01886909295563286,0.010804502106336726,0.03262989635754912,0.048010593165471856
Itm2c,0.037584858913159415,0.03409489883530477,0.031032799727720092,0.040564427477861376,0.04716307248543363
Itpr3,0.03173236454256996,0.03297607687495931,0.02300420511049843,0.01971149488788292,0.024608409583465954
Itpripl1,0.02074694234198345,0.010616580140550284,0.03211782781183606,0.02694718068321142,0.006416509791740556
Jag1,0.015606905019446057,0.02231440090414142,0.01304280997513195,0.016465455340460556,0.028541506822197936
Jakmip2,0.030947366130110034,0.0241614898889358,0.02949433081600305,0.011507383482590654,0.006087383754554323
Jam3,0.04325814791463448,0.03890737613309042,0.03965713885403122,0.033127737493951745,0.025347042377895306
Josd2,0.01578251761059472,0.014778390200657918,0.021789803554701618,0.012379059490974545,0.028064767732181466
Jun,0.02944345927699072,0.03752847852498635,0.03798565620779716,0.02757232186954026,0.0249501067652768
Jup,0.03714347803041391,0.03736673464854271,0.02242518190589808,0.049221958828326605,0.024606274786099145
Kalrn,0.028023710681663507,0.017812989435543127,0.025156692566580038,0.009621357872901021,0.009389452671752776
Kazald1,0.01494030470344761,0.02068498845002951,0.011130895815357283,0.022033519221093555,0.02681445118327199
Kcnb2,0.01814523819667598,0.02701789420651776,0.015033862151333776,0.021486859474679428,-0.0009386690945113254
Kcnh2,0.02771651336612714,0.0332934716658401,0.03261362877142187,0.03088181254450518,0.008668672838909037
Kcnj3,0.004027931813347169,0.005406030716786912,0.02849212450738484,0.007525662978681103,0.001225963814176459
Kcnk3,0.01927150444507543,0.026237933866828492,0.023610546834667744,-0.0006459907169761904,0.0039330967314531225
Kcnma1,0.02121751147238338,0.024774114158294756,0.02720897927136335,0.008965668952406788,0.007241305193178446
Kcnmb2,0.03061599201895452,0.03566284432558555,0.014231466024338644,-0.004304119110379474,-0.002105811374316478
Kcnq2,0.023902077483264988,0.0009141653177170914,0.04825051586681019,0.00015333766420108674,0.013810126975638104
Kctd15,0.02425244545285267,0.012033896452225277,0.03377779376554239,0.01805787877385419,0.03286607013131828
Kdelr3,0.0031009081337584877,0.00769821348268897,0.008902800219361353,0.020878640492321795,0.031373426728146435
Khdrbs3,0.032253690015939494,0.027045172289238608,0.03693694622043084,0.031708867152087074,0.012537304174133082
Kiaa0408,0.03892523500824696,0.025298195931753024,0.03502423305431242,0.015644989754525388,0.009544266882837037
Kiaa1147,0.0301679002670913,0.028756217930661146,0.028556904152644964,0.04095040418840019,0.01639240363919561
Kiaa1211,0.028068462693217406,0.018157338370601725,0.030028046615671156,0.02456936617377715,0.010987252275169437
Kiaa1211l,0.02741327339774137,0.03144257061956995,0.0018503173890058182,0.006798103280425255,0.007363646978097354
Kiaa1324,0.02856019346857498,0.037969585714106364,0.01688014238298871,0.00919726903985457,0.007762183887369397
Kiaa1324l,0.033615933594222734,0.026915945954079788,0.038336462392141404,0.030457959365474078,0.017657659136981006
Kif13a,0.011170412746921241,0.006408190534237126,0.023411845432214695,0.030931342220390304,0.030349547524875897
Kif1a,0.04877426452711007,0.04469879038197193,0.04662594502100017,0.047736075924146214,0.020162152970862383
Kif1c,0.014666758569193701,0.017953306407029315,0.0182721410569714,0.042094863521340425,0.03499533861823471
Kif5a,0.027926565071623694,0.010387264412888514,0.029401592246232365,0.014909951906261485,0.009828662767727092
Kif5c,0.04372568261996609,0.03507685201360229,0.043083194192605145,0.021953280866328757,0.005317913618275051
Kifc3,0.018442361175933012,0.02562040891401633,0.013366412173813668,0.015057089126368372,0.028918370537755186
Kit,0.03862869220985947,0.03120650448532138,0.015727633208769767,0.03656270465835311,0.006502566660198621
Kitlg,0.034071809964844164,0.03397933607050171,0.017820129914699057,0.01416746053047593,0.026265098687168496
Klf4,0.016161361187098697,0.021464810686393346,0.003529016287491347,0.035025217681062114,0.010974497885161616
Klf5,0.025192750387357632,0.024712295368331406,0.007050459255194774,0.029146006426962006,0.022891555975105324
Klhl5,0.01679199461820362,0.018026563323322732,0.01684929025268273,0.01628789537191479,0.04605287727323651
Klk11,0.016064115873705754,0.033169117532642754,-0.007241669521979855,0.017889468727718624,0.005997289847106729
Klk12,0.009292495704922413,0.031149909397085368,-0.007481267384379512,0.01766297511525111,0.0021921631795061266
Krt18,0.040700655845606004,0.05738529870239891,0.020274967762150497,0.06073358557753228,0.036034300481780586
Krt19,0.040738746439094475,0.04636216915291291,0.012194079952045921,0.03988917552728604,0.017456741241936274
Krt7,0.013793568722238723,0.04066379594825352,0.004232605424527209,0.023556184377478983,0.027500430491297988
Krt8,0.048644334601402606,0.06227240435823143,0.02004733643945536,0.06194568225406843,0.03385797224219108
Krtcap3,0.02571286979700693,0.029782927382014632,0.01186313020856501,0.03405794281005786,0.006722740262658431
L1cam,0.034825343734037346,0.01982045701758923,0.04485558787113925,0.004626774819861348,0.012918026302659643
Lad1,0.01365308461036675,0.020029065795668655,0.0039252249557104844,0.03951979848310741,0.0014124600046968026
Lama5,0.017212838848491476,0.02008953078091231,0.02669493546804856,0.031396858508859427,0.037266256998857855
Lamb1,0.01966609807695049,0.015423989304620135,0.04267641294395107,0.029253445351044745,0.04132849873257745
Lamb2,0.011636670578126002,0.013604967581645437,0.014749886712411604,0.030485593322310617,0.04804815465166273
Lamc1,0.02494172845807707,0.026778214536907548,0.03342039347302787,0.04168163402603502,0.0451008017616307
Lasp1,0.029938382432182713,0.03214757889115655,0.029518197172731502,0.04300364676583715,0.04605524905180647
Lat2,0.009442682787040907,0.02538324158106313,0.0029440764869298566,0.006882526749510495,0.016865320845874842
Lats2,0.0016669191732262278,-0.00021847899681376264,0.005948048521446022,0.010080967697546307,0.030361985571988895
Lbh,0.034488604675957824,0.013144176679454313,0.02643989129066596,0.008979190784146806,0.022360164033853398
Lcn15,0.007160001644924915,0.026299045043524972,0.0048351110994524224,0.003886498110282581,-0.004681467679044157
Ldlrap1,0.011935288341172383,0.010476516135572113,0.013245237805395984,0.02172324791815593,0.029919470872898403
Lfng,0.027027893672308484,0.04075286565824859,0.015356518431944655,0.026518303274111105,0.012014345297176283
Lgals1,0.011785108360597579,0.026908157876129903,0.01658965816986092,0.0171084198011247,0.07295451532607297
Lgals3,0.008225849196943523,0.011486996711941552,0.008004153538837063,0.03871965613281676,0.030156152629504676
Lgals3bp,0.03886094178714432,0.04690628430773897,0.029816322008136158,0.039664169826871265,0.037183933259037655
Lgals8,0.026545279832077377,0.037549099994843224,0.01565627038895026,0.032915831717034154,0.030243817001502356
Lhx2,0.03610161253829718,0.02549221674519506,0.031030765767501158,0.016104699631451155,0.024017157257518074
Lifr,0.030415543625617977,0.027723367140835786,0.014869963096410106,0.016839413811038245,0.018052404174348093
Limch1,0.023788561798234194,0.03824184133288522,0.03399329092271564,0.026612962540251233,0.030256706597918195
Lin7a,0.024547948099892337,0.0197455740204075,0.029910421722578844,0.018273362216983374,0.005161657646554208
Lix1l,0.01966847637854042,0.01801142347990281,0.03008014470592172,0.016676010960231764,0.030052527847440377
Llgl2,0.02624525175388641,0.03399204841322324,0.01856319420378352,0.04451940311014386,0.016694574406938997
Lmna,0.031750115498943104,0.03577070096745954,0.03438860930058081,0.03782804840839047,0.0545962559759649
Lmo3,0.029041416551593723,0.032730310369680535,0.01642940110758609,0.004209387403260289,0.004026025486238506
Lmo7,0.03071472769801014,0.03376336676931893,0.019783529692489036,0.0383004428172999,0.031527820170254774
Loxl1,0.01817968879028108,0.007908383371290302,0.032522629881364035,0.015657266667544627,0.015533732970988248
Loxl2,0.013440888888430605,0.018692871657086954,0.012962873030085297,0.0038780855262027657,0.035014601011063226
Lpp,0.015683427497478804,0.01679904354099489,0.009277180225486048,0.013279750617885501,0.03210162810177458
Lrig1,0.018535554758141025,0.030891209612119695,0.023444034376498488,0.019549415879572842,0.013113264227854195
Lrmp,0.0029536110508375513,0.0017028523501430735,0.008044029699081594,0.04742757855975688,0.0035328910433978723
Lrp1,0.01356926899293414,0.009578619144619405,0.016474261178069407,0.017405525649990167,0.027934605879493604
Lrp10,0.013792690405425611,0.026768831642456054,0.01565638786857524,0.028049126122930902,0.04106101580638616
Lrrc61,0.032988807839801786,0.02986737618330902,0.031451404373632176,0.027811826947368046,0.009817133114567908
Lsamp,0.019337190608760435,0.017102734937242948,0.029274817425478983,0.009221342677727477,0.007254240966184981
Lsr,0.03762903930782377,0.04120468827727074,0.013035490995903105,0.04467413452894896,0.027903302724728928
Ltbp1,0.011968315368075223,0.0033893067847915958,0.018210315252657764,0.01639946805511491,0.03802893394770932
Ltbp4,0.02794476461376525,0.024697949247003834,0.04218977231987583,0.01975198020806233,0.0455121560604288
Ltbr,0.028475041929768182,0.04241204274359043,0.0007407695746046012,0.03643297333856604,0.01833045089079594
Luzp1,0.015501570151924939,0.015636388995650972,0.019730520646051505,0.022852622214794262,0.031035366797689947
Ly6e,0.03537626419492321,0.02035774738131743,0.051960526745183734,0.018648976804840903,0.043285065538191426
Magea12,0.018307880869833162,0.027322120698683738,0.03226369159374583,0.04224372098306909,0.005362425710445735
Magea2,0.022122957140140065,0.029796839658305464,0.03430797810326217,0.04532785349185685,0.00735616696091117
Magea2b,0.023644756269430207,0.03060170217634797,0.036125545184684756,0.04662158253882148,0.00981825670576923
Magea3,0.02897043839886249,0.040761005973948966,0.03718585074209912,0.053902502456145696,0.011200361867502243
Magea4,0.004688769572422034,0.011233576557406488,0.014065119168086554,0.01656968226675295,0.03947917701372421
Magea6,0.027110649065842003,0.036996816937268015,0.03935391568360346,0.05392748151923929,0.008377846634808705
Maged4,0.03980017801113806,0.01518883788310695,0.026849885375301894,0.0132278907499174,0.019561772594284463
Maged4b,0.043639575379778646,0.018440630419660792,0.03275653929606239,0.01895598522793185,0.02394190629860494
Mageh1,0.028632476221578575,0.015611554585711368,0.01969280512689071,0.014829435694606753,0.03186948391181039
Man1a1,0.005071523501542812,0.021885328391170775,0.008976760069074193,0.03736584385231197,0.005885711367041306
Man2a1,0.015550805179198504,0.019834785618572676,0.018471794262573647,0.02423235504372927,0.03371311244813662
Maneal,0.038265040271414794,0.03784528741502766,0.03777603102008104,0.030728722218264233,0.02237021290638756
Map1b,0.046401418281788676,0.034529757782387864,0.0504239660617773,0.029483434673941163,0.026215781718598334
Map2,0.044491669812091794,0.03430157590830019,0.04757441103076157,0.02729537361275158,0.02041441893813915
Map3k6,0.013460417435582265,0.015462282147729788,0.01591193145684035,0.014510577503002036,0.03313850076437041
Map6,0.03833876973411319,0.02410367353595001,0.0288895192088771,-8.629731856518923e-07,0.0060819116508363
Map7,0.02429260612261571,0.03113341534767871,0.012658357499862553,0.032117481871275076,0.009851116466113561
Map7d2,0.014082193448790177,0.015289073901970134,0.029425472337430186,0.024092505737304697,0.00358180450963496
Mapk13,0.03072742463567473,0.04120354144973318,0.014638717095921884,0.04068432293712601,0.012057286228819472
Mapk8ip1,0.03404051770699401,0.029277522356374975,0.035749100735626774,0.02007152075355231,0.0167474352637866
Mapk8ip2,0.028674470050213244,0.023722910365282297,0.033653552062659936,0.02141388655990392,0.012911554313651572
Mapkapk3,0.01410556745287671,0.020762492507631677,0.027102612420517168,0.02986560284765054,0.031607463494883276
Mapre2,0.038037054520320454,0.03834865767034769,0.03579228629080935,0.030826148834702458,0.022183999233575304
Mapt,0.03510061075613294,0.025688022587272496,0.04796377103617551,0.013675416269989514,0.008068557645409659
43891,0.029433170040372315,0.02584034935690313,0.03144494597947735,0.030898011816871684,0.01087802756433748
43901,0.013828685492568079,0.027657833310717295,0.0067763023463154,0.0035030416936704567,-0.0016206828479687996
43892,0.0206132019375633,0.01988792377205362,0.018704267092682497,0.01318017748316873,0.030685383255837168
Marcksl1,0.06027722679769003,0.047826149461459196,0.057709686412792637,0.06241150318272316,0.03858618168517065
Mark1,0.02966996943374844,0.02564840617890681,0.028144697222807408,0.02397071274678201,0.009158155333571269
Marveld1,0.02018330603634594,0.018119520120555052,0.026940595163844838,0.021466913265010313,0.033655177544492404
Marveld2,0.027231870736592723,0.030794865975934924,0.007585228136304742,0.03028752440306212,0.007671742785972283
Mast1,0.03183099799923734,0.022267597554105203,0.03621462582978474,0.02113957106044766,0.014982195760707646
Matn2,0.013311834813824789,0.03242181461946519,0.011288383127848859,0.01358758638535624,0.026339687909862755
Mb,0.013923807914994653,0.02845298313063846,0.007514499767132674,0.0014698406503110175,0.00362870840002177
Mbnl3,0.037219350859460806,0.021751777889887223,0.01455130926992915,0.024234758571784993,0.0032298664329027302
Mboat1,0.019615895307755215,0.025297340892828944,0.008313101664620012,0.02361721851342167,0.02219632892579292
Mbp,0.026532716913418564,0.02994653344880335,0.011961527983693541,0.030337839182167252,0.008137640221323923
Mcc,0.00812440938689969,-0.0007323384699601264,0.030762121852731805,0.008720608195375323,0.012213039135136362
Mcf2l,0.03312861023910092,0.03378651968171672,0.021038036361510085,0.027758805946232614,0.004988777355986696
Me1,0.004440548847603505,0.01701012510354192,0.01591198901132795,0.03766230401181144,0.014596543944031258
Meis3,0.018096786639049,0.010897717323750777,0.027320156288550047,-0.0017748752421829345,0.02918010364063595
Mest,0.05396718253682199,0.04683747946789431,0.04425877979546214,0.03849629701032544,0.019693547934849103
Met,0.01676745513221631,0.029983155659469986,0.019423054093174404,0.02853522477803697,0.034113309680238374
Metrn,0.011886951985097993,0.012371312991799558,0.027046649097972098,0.011458842971490897,0.027875117161429815
Metrnl,0.016050877943618404,0.016508802034022947,0.007790356998921737,0.006453571133369134,0.035450018861060625
Mettl7a,0.03273642196543902,0.029461082783810363,0.023956075269690402,0.00967136636350591,0.01101973720843965
Mex3a,0.038862602052857284,0.021837539561858445,0.0372534689026655,0.03854177455977765,0.018965958770809317
Mfap4,0.01790779253710911,-0.00015834081394643627,0.04107916731505984,0.00201855201192662,0.00895437121107288
Mfge8,0.021699773354617476,0.0077247799983411036,0.025158945787349028,0.02579589747871961,0.05293050175953384
Mfng,0.010434896146455751,0.0043721727134648225,0.02863122451044205,0.0266854219935044,-0.0012786725221157443
Mfsd2a,0.038271181082828586,0.02884221789873907,0.03191657123206752,0.02740348023145232,0.013502339297101774
Mgat4a,0.02367346413927566,0.03525000963151166,0.016109376977924413,0.023131879240176356,0.015444320539741006
Mgll,0.019354559142299076,0.021081582702011343,0.02939109890253569,0.0018610298560649255,0.019291700648995776
Mgst1,0.02927146304157577,0.04613420832650019,0.027709706926749005,0.044084542449072846,0.029914183758676025
Mgst2,0.02670742348933533,0.04128274555704507,0.025804712677903133,0.023995866954939667,0.012455828207926262
Mica,0.0012392688410376032,0.004560452157630641,0.00166361211942993,0.013302131902591392,0.03941476541671628
Micb,0.012193538847931222,0.013371510077526023,0.005683450045207173,0.011852330143659072,0.03541104851837935
Mlph,0.001927543836328302,0.02793466538128325,0.00083409023166424,0.006280123729338874,0.014137496170117813
Mme,0.009233389442297934,0.008035769404399748,-0.0012772954535218617,0.027087107569668308,0.02858242842934894
Mmp14,0.01223420745644659,0.0030002071262192846,0.004388994162688047,0.018907577419734065,0.0376404579020974
Mmp24,0.028902737632019955,0.021715757513449764,0.03103516853123594,0.0045113262533520064,0.01013522455516209
Mpc1,0.036712479617055975,0.036605643354898194,0.03505628810847536,0.049956130220329444,0.024127190909107664
Mpp1,0.023900261675913876,0.03486134013347804,0.028052613119546935,0.026168693826880727,0.017117854848083217
Mr1,0.00519997443723654,0.0077895462644574885,0.004384935276870945,0.008486985450196232,0.027815223426813043
Mras,0.024209334404099725,0.012021532223632662,0.02389343060446993,0.01540312459479619,0.032841745555544956
Mrc2,0.005631866254949082,0.0035961289333410443,0.014261905312346461,0.002362776295756566,0.0410850022849833
Ms4a8,0.02511180529900593,0.044666728233269386,0.0022029975492264394,0.0004609760703763289,-0.007083142136294842
Msh5,0.010718126359893287,0.02292459283804114,0.022600589201868058,0.028872368747990446,0.026859313145652226
Msi1,0.03796436415711562,0.016667738323378742,0.03084864552976409,0.02220889332060886,0.010267064654647275
Msn,0.025196003932765238,0.02965205905841176,0.03373470810119232,0.025517460378480863,0.05839231395082004
Msrb3,0.00025019406226292384,0.00019186014626017394,0.00506064436013246,0.007394435460822654,0.0333253462647254
Mt1f,0.028992333154938474,0.018180749677075697,0.017845603861021127,0.02785134388935693,0.010168119683771426
Mt1g,0.009368828742066992,0.02166579474154384,0.006884685736449653,0.037595970976463916,-0.007425731909313909
Mt2a,0.032450315467052154,0.03641696364870745,0.030971023100447276,0.04357008682319746,0.04845069911700802
Mtmr7,0.02510528355936822,0.0275639953886482,0.021432283059181406,0.020096746359282117,0.0014806982146328832
Mtss1,0.029168491773384358,0.03799374819399547,0.03026320602906147,0.03804423731087276,0.008815191298998663
Mtus1,0.02172618143965448,0.029451168166985776,0.02153771200245833,0.015605101438599426,0.014131740281130432
Muc1,0.023623054939999815,0.03232387714167146,0.00960071005606035,0.028084868276927796,0.01865376539613655
Mvp,0.010541094141585895,0.019595491309234388,0.02164910026684023,0.01760525450913205,0.035597534545704454
Myadm,0.009538542705364441,0.017813661828526624,0.01737945623866592,0.006663373143997344,0.04252160457102391
Myb,0.029241955669253687,0.021230616774395878,0.02016387689047561,0.04737959164155127,0.009264254020205549
Mybbp1a,0.023771300113710772,0.024241339123282687,0.037071827876430555,0.0469814910749302,0.03219985840760438
Myc,0.002938203914772528,0.018249734108630806,0.044318603803944694,0.059006409515342896,0.034725901191423374
Mycl,0.047203940641162866,0.03280435396036966,0.03127522752574143,0.033769064844905744,0.008070323304850236
Myh14,0.025925706353748974,0.026944149002807515,0.009277119050476564,0.02432080551885622,0.01661168296834895
Myl12a,0.03927349788517624,0.04335253940687253,0.03828120499503188,0.054764826511564696,0.05557317339744795
Myl9,-0.001921625194813369,0.002267435775445241,0.0025452646288561293,0.013110376071660426,0.028744090641390576
Mylk,0.011569598057479504,0.0099054588081157,0.013449940166979034,0.007681725771069454,0.025809284684699573
Myo1c,0.022809515034780944,0.026739530427942027,0.029665684965522642,0.0412506697753009,0.04337847332657544
Myo1d,0.03439544022033837,0.03613779447445794,0.029205734573260898,0.030200244226173983,0.011376243314423443
Myo5b,0.030682544640599243,0.030575678562996225,0.0133990791531295,0.029228834307142952,0.015309512762461796
Myo6,0.035305511589951245,0.027440971277247112,0.02268414710567218,0.043507915309778,0.02358562800511875
Myof,0.0026727950373626845,0.01030089515812707,-0.0012864055553959187,0.011561488345722772,0.03224599596011252
Myt1,0.029054778786841172,0.022450078896390033,0.03046881377716553,0.011017208979397253,-0.00022394385441598926
Myt1l,0.02433328382141873,0.01593718410505043,0.030481653366900962,-0.0012837651017999537,-0.0014977060987605454
N4bp2l1,0.029861847387086984,0.024945273133119103,0.02102029292884325,0.018028269803940244,0.008701684255717853
Naaa,0.011532721275123328,0.03160871914237313,0.015264396561055275,0.02286568040215455,0.02040577491445015
Nab2,0.01921934556571066,0.01041572348087128,0.025093200156393672,0.02350773078960475,0.03394458151419765
Napb,0.03248424325031697,0.029153509758923928,0.03337657073164415,0.022872775522835512,0.012732825624082771
Nav2,0.021458699324428433,0.030579805552160215,0.025472921586713094,0.013978378337557716,0.016036640388102933
Nbl1,0.021149678700538615,0.022504218787767614,0.019054242179724932,0.017698355897862336,0.04017377640845785
Nbpf10,0.007273278553682729,0.011120391927434473,0.008736536928393525,0.021404913590720772,0.025710095152790626
Nbpf15,0.02146268195967256,0.020805857147171,0.02698142360255697,0.026934012658379473,0.03646865997871127
Ncald,0.0240720073783156,0.03742529539103116,0.01845795179232094,0.00642925764832134,0.0012366946989781134
Ncam1,0.04593096402039776,0.041767608930239154,0.04811744777761349,0.03199672431253412,0.006915249244623876
Nceh1,0.00896021431576736,0.020975039660133747,0.006684450940731912,0.017304620040075557,0.027196409494615995
Ndrg1,0.02351112925096398,0.04568650074517579,0.03174277571024271,0.026258313592084463,0.031173578162814505
