0.000000000000000000e+00,2.000000000000000000e+00,1.467151001099715968e+00,1.082245666860825795e+00,1.726926714997086609e+00,1.777804854165365711e+00,1.226741616183929739e+00,1.368124129647528608e+00,1.633627968416976550e+00,1.206339952857850895e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.859577462456756480e+00,1.833290389495668027e+00,1.966900450504367015e+00,1.627911168947515641e+00,1.657358666111302004e+00,1.645135435273161750e+00
1.467151001099715968e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.333276817109164458e+00,1.991404535479151416e+00,1.719067897331334471e+00,1.308974465512076080e+00,1.483762425932292128e+00,1.709759689538119076e+00,1.306839570374380255e+00
1.082245666860825795e+00,2.000000000000000000e+00,1.333276817109164458e+00,0.000000000000000000e+00,1.618589320748197835e+00,1.885381842376633310e+00,1.196485756025672531e+00,1.293468976217054367e+00,1.586371697036566886e+00,1.802539878845437649e+00
1.726926714997086609e+00,1.859577462456756480e+00,1.991404535479151416e+00,1.618589320748197835e+00,0.000000000000000000e+00,1.735168106311282488e+00,1.651105382477287886e+00,1.524112714650314171e+00,1.799202266891521962e+00,1.799160084672653426e+00
1.777804854165365711e+00,1.833290389495668027e+00,1.719067897331334471e+00,1.885381842376633310e+00,1.735168106311282488e+00,0.000000000000000000e+00,1.590874564390089674e+00,1.390299159411505059e+00,1.874691958598350361e+00,1.356934200739492447e+00
1.226741616183929739e+00,1.966900450504367015e+00,1.308974465512076080e+00,1.196485756025672531e+00,1.651105382477287886e+00,1.590874564390089674e+00,0.000000000000000000e+00,1.054705272822932471e+00,1.591406961346835125e+00,1.214549972928667954e+00
1.368124129647528608e+00,1.627911168947515641e+00,1.483762425932292128e+00,1.293468976217054367e+00,1.524112714650314171e+00,1.390299159411505059e+00,1.054705272822932471e+00,0.000000000000000000e+00,1.814638665663215633e+00,1.388136665023541605e+00
1.633627968416976550e+00,1.657358666111302004e+00,1.709759689538119076e+00,1.586371697036566886e+00,1.799202266891521962e+00,1.874691958598350361e+00,1.591406961346835125e+00,1.814638665663215633e+00,0.000000000000000000e+00,1.863571135943189461e+00
1.206339952857850895e+00,1.645135435273161750e+00,1.306839570374380255e+00,1.802539878845437649e+00,1.799160084672653426e+00,1.356934200739492447e+00,1.214549972928667954e+00,1.388136665023541605e+00,1.863571135943189461e+00,0.000000000000000000e+00
