,cluster,cline,drug,Emax_normalized,AAr,IC50,logEC50,Emax
15749,[3],DMS79,Pralatrexate,108.6443524,0,,-6.402304814,17.94336491
15750,[4],NCIH1048,Pralatrexate,1.261043975,4.21268145,5.48E-10,-9.266802735,8.044588121
15751,[3],NCIH1092,Pralatrexate,61.76184568,1.357217337,,-8.450996738,49.56359387
15752,[3],NCIH1105,Pralatrexate,58.4220632,1.319891004,,-8.173925197,55.96206996
15753,[4],NCIH1341,Pralatrexate,3.085284416,3.813684504,1.17E-09,-8.935542011,23.98416292
15754,[3],NCIH1436,Pralatrexate,3.021641888,4.787389949,1.22E-10,-9.93930216,31.09773775
15755,[3],NCIH146,Pralatrexate,7.129610569,3.684110192,1.10E-09,-8.966576245,20.09072409
15756,[3],NCIH1618,Pralatrexate,59.96690056,1.50115652,,-8.749579998,67.88967805
15757,[2],NCIH1694,Pralatrexate,63.31827732,0.291715362,,-5.795880017,65.49142278
15758,[3],NCIH1836,Pralatrexate,30.91838198,2.866458308,1.54E-09,-9.149353765,64.72743529
15759,[3],NCIH1876,Pralatrexate,68.94878706,1.003793983,,-8.232844134,53.566883
15760,[3],NCIH1930,Pralatrexate,46.21597714,2.227247185,4.99E-08,-9.152427341,37.77446939
15761,[4],NCIH196,Pralatrexate,87.73791029,0.477633116,,-8.104577454,33.499574
15762,[3],NCIH1963,Pralatrexate,2.119083806,3.837672232,1.21E-09,-8.920818754,12.2488581
15763,[1],NCIH2029,Pralatrexate,50.37030894,0.377913379,,-5.761953897,53.00254886
15764,[4],NCIH2066,Pralatrexate,35.08534285,2.517786882,1.77E-09,-8.879426069,63.4703435
15765,[3],NCIH2081,Pralatrexate,13.41206579,3.385050673,1.29E-09,-8.910094889,44.31438973
15766,[3],NCIH209,Pralatrexate,64.17607192,1.531708612,,-9.283996656,18.18412296
15767,[4],NCIH211,Pralatrexate,91.03914741,0.009697803,,-5.075204004,10.05757186
15768,,NCIH2141,Pralatrexate,7.312152044,4.380146953,2.21E-10,-9.730487056,36.33066028
15769,[2],NCIH2171,Pralatrexate,-658.1259244,21.4319844,1.13E-09,-9.17327748,-305.6568421
15770,[2],NCIH446,Pralatrexate,8.144870719,3.647947492,1.10E-09,-8.970616222,8.19128802
15771,[1],NCIH510,Pralatrexate,5.135377577,4.26993474,3.46E-10,-9.501689446,26.28662192
15772,[2],NCIH524,Pralatrexate,2.010664571,4.220397211,4.99E-10,-9.307153081,13.24476217
15773,[2],NCIH526,Pralatrexate,52.2548308,1.758052182,,-8.681936665,7.160433318
15774,,NCIH69/CPR,Pralatrexate,4.855163463,3.71550876,1.27E-09,-8.906578315,19.91146559
15775,,NCIH69/LX10,Pralatrexate,33.00000472,1.975074913,4.37E-10,-9.05207638,5.944947534
15776,,NCIH69VCR/R,Pralatrexate,5.843943743,3.763163808,1.05E-09,-8.995678626,26.80972215
15777,[2],NCIH82,Pralatrexate,2.288241301,3.907118892,1.01E-09,-9,11.72971685
15778,[4],NCIH841,Pralatrexate,19.23892457,3.089267177,1.66E-09,-8.823908741,22.58218194
15779,[3],NCIH889,Pralatrexate,18.68997538,3.657459997,6.14E-10,-9.510041521,30.25738802
15780,[1],SHP77,Pralatrexate,6.543034467,3.647521588,1.29E-09,-8.903089987,10.24535323
15781,[4],SW1271,Pralatrexate,87.98575974,0.383540046,,-8.192464972,47.01551474
15782,[1],CORL88,Procarbazine,58.81247678,1.526106376,,-6.68613278,67.993069
15783,[3],CORL47,Procarbazine,30.84007453,2.577870488,7.42E-21,-6.663540266,44.16200351
15784,[4],DMS114,Procarbazine,88.74872227,0.418000067,,-6.935542011,92.14523065
15785,[2],DMS273,Procarbazine,99.96980821,0.001081468,,-8.634512015,98.84942015
15786,[1],DMS53,Procarbazine,96.29603067,0.151113158,,-7.920818754,92.37246021
15787,[3],DMS79,Procarbazine,94.05207178,0.303432235,,-6.899629455,95.51289796
15788,[3],NCIH1092,Procarbazine,94.3822579,0.260254015,,-7.367542708,96.92433491
15789,[3],NCIH1105,Procarbazine,94.99983778,0.220586371,,-7.588380294,95.99563767
15790,[4],NCIH1341,Procarbazine,93.82007367,0.226344225,,-6.232102384,94.76049147
15791,[3],NCIH1436,Procarbazine,80.26203972,0.686411731,,-8.477555766,88.76101801
15792,[3],NCIH146,Procarbazine,93.69807969,0.105497942,,-6.673664139,94.2294593
15793,[3],NCIH1618,Procarbazine,102.8417306,0,,-7.935542011,102.9169489
15794,[2],NCIH1694,Procarbazine,99.51339984,0.025617141,,-6.284832642,101.0583801
15795,[3],NCIH1836,Procarbazine,98.39970106,0.048359502,,-8.021819483,99.39772701
15796,[3],NCIH1876,Procarbazine,95.23788227,0.235549054,,-7.053547735,94.09006471
15797,[3],NCIH1930,Procarbazine,95.63093627,0.205108912,,-7.303643611,89.55040603
15798,[4],NCIH196,Procarbazine,95.85516041,0.253788328,,-5.876148359,97.85489077
15799,[3],NCIH1963,Procarbazine,76.62423525,1.608088583,,-5.068033885,89.89196808
15800,[1],NCIH2029,Procarbazine,29.23545311,2.663314848,9.18E-17,-6.920818754,40.63723097
15801,[4],NCIH2066,Procarbazine,90.66273109,0.626205456,,-5.279840697,87.75751271
15802,[3],NCIH2081,Procarbazine,87.58523459,0.557822119,,-7.507239611,93.97259978
15803,[3],NCIH209,Procarbazine,-161.5772187,0.006051113,1.42E-05,-4.73754891,-155.3672792
15804,[4],NCIH211,Procarbazine,89.0277775,0.381954385,,-8.318758763,92.91792004
15805,,NCIH2141,Procarbazine,89.31531864,0.670473368,,-5.348721986,96.07797759
15806,[2],NCIH2171,Procarbazine,94.89302951,0.228330172,,-7.528708289,93.74448762
15807,[2],NCIH446,Procarbazine,91.05031554,0.238232302,,-9.339134522,89.15636612
15808,[1],NCIH510,Procarbazine,100.5298641,0,,-7.366531544,103.6379378
15809,[2],NCIH524,Procarbazine,101.984191,0,,-5.673664139,99.90664709
15810,[2],NCIH526,Procarbazine,96.34652845,0.18938834,,-6.815308569,100.6710682
15811,,NCIH69/CPR,Procarbazine,96.62057397,0.156312532,,-7.374687549,91.09596259
15812,,NCIH69/LX10,Procarbazine,98.36676575,0.063859267,,-7.690369833,97.28987937
15813,,NCIH69VCR/R,Procarbazine,97.17052185,0.163219859,,-6.231361899,94.93032394
15814,[2],NCIH82,Procarbazine,98.40623582,0.079311963,,-7.023650021,101.9741824
15815,[4],NCIH841,Procarbazine,97.23555951,0.032315005,,-6.168770306,94.03947115
15816,[3],NCIH889,Procarbazine,56.82706493,1.693503928,,-6.876148359,75.98885612
15817,[1],SHP77,Procarbazine,96.57334258,0.175337386,,-6.879426069,95.19489787
15818,[4],SW1271,Procarbazine,96.59267644,0.168135844,,-7.065501549,88.83654749
15819,[1],COLO668,PX-866,11.37980688,0.569102314,2.18E-05,-4.91721463,11.07533162
15820,[1],CORL88,PX-866,91.35705257,0.04522658,,-5.522878745,88.17029621
15821,[3],CORL47,PX-866,10.92264278,0.167367112,4.46E-05,-4.488116639,10.36850294
15822,[4],DMS114,PX-866,-64.69195333,0.538127552,6.09E-06,-4.632644079,-61.07966286
15823,[2],DMS273,PX-866,39.5879924,0.160109108,5.73E-05,-4.924453039,37.40105806
15824,[1],DMS53,PX-866,77.16110924,0.219410009,,-5.465973894,76.21906754
15825,[3],DMS79,PX-866,36.6769868,0.496666472,0.00040525,-4.946921557,35.48831875
15826,[4],NCIH1048,PX-866,-39.08113739,0.72218173,4.97E-06,-4.787812396,-37.36233589
15827,[3],NCIH1092,PX-866,49.84039637,0.171242633,0.1573576,-4.709965389,47.88262561
15828,[3],NCIH1105,PX-866,44.50815397,0.304284726,0.000236222,-5.139661993,43.1209174
15829,[4],NCIH1341,PX-866,-14.6106517,1.454299459,4.68E-07,-6.155522824,-13.96272268
15830,[3],NCIH1436,PX-866,82.04985727,0.320387882,,-6.779891912,82.1582992
15831,[3],NCIH146,PX-866,54.79058122,0.253123188,,-5.403402904,52.40585998
15832,[3],NCIH1618,PX-866,2.183315597,0.950282141,1.18E-06,-5.943095149,2.012229571
15833,[2],NCIH1694,PX-866,42.85330497,0.138714078,0.000178642,-4.744727495,41.31199697
15834,[3],NCIH1836,PX-866,18.59864765,0.439130504,1.71E-05,-5.095825632,17.87150539
15835,[3],NCIH1876,PX-866,-59.34953859,0.823416534,2.62E-06,-4.995678626,-58.99580238
15836,[3],NCIH1930,PX-866,15.85424763,0.326598106,3.07E-05,-4.782516056,15.21694749
15837,[4],NCIH196,PX-866,16.22693036,0.464975065,2.40E-05,-4.950781977,15.91658293
15838,[3],NCIH1963,PX-866,-71.7916408,0.745283574,4.66E-06,-4.490797478,-62.12426655
15839,[1],NCIH2029,PX-866,68.26875078,0.313689707,,-5.89279003,66.31116908
15840,[4],NCIH2066,PX-866,41.57623268,0.466485926,0.00107806,-5.010995384,41.05682303
15841,[3],NCIH2081,PX-866,39.80255004,0.920205785,1.57E-06,-6.514278574,39.10593183
15842,[3],NCIH209,PX-866,-47.373111,0.555102399,6.45E-06,-4.696803943,-44.88958467
15843,[4],NCIH211,PX-866,-18.545502,0.822165347,4.29E-06,-5.067526235,-18.56741277
15844,,NCIH2141,PX-866,20.53607102,0.568016503,7.32E-06,-5.468521083,19.98144322
15845,[2],NCIH2171,PX-866,41.52547933,0.325342485,2.48E-05,-5.402304814,40.01741243
15846,[2],NCIH446,PX-866,-23.81449655,0.945787872,1.62E-06,-5.548213564,-23.40016212
15847,[1],NCIH510,PX-866,90.46745976,0.064148815,,-5.669586227,88.26132201
15848,[2],NCIH524,PX-866,-19.9667597,0.348728472,2.11E-05,-4.420216403,-20.1752196
15849,[2],NCIH526,PX-866,27.0382945,0.798045807,7.12E-06,-5.815308569,23.10199509
15850,[3],NCIH69,PX-866,-44.04580667,1.222520701,1.92E-06,-4.88941029,-48.47016668
15851,,NCIH69/CPR,PX-866,-26.18011186,0.526201302,8.60E-06,-4.739928612,-24.54931959
15852,,NCIH69/LX10,PX-866,65.35429026,0.150531139,,-5.392544977,68.14723735
15853,,NCIH69VCR/R,PX-866,82.61960361,0.862613182,,-7.035269079,95.29753089
15854,[2],NCIH82,PX-866,28.4138526,0.196720821,1.42E-05,-5.109020403,28.13657009
15855,[4],NCIH841,PX-866,18.90893209,0.452561544,8.41E-06,-5.327902142,18.12974916
15856,[3],NCIH889,PX-866,32.3033866,2.144167227,16591.74403,-6.511449283,45.85190413
15857,[1],SHP77,PX-866,70.47597631,0.162726395,,-5.056505484,70.60627504
15858,[4],SW1271,PX-866,-15.84212388,1.309198039,6.43E-07,-6.021819483,-15.67850574
15859,[1],COLO668,Pyrvinium pamoate,-0.289064664,2.018031107,9.69E-08,-7.012333735,-0.280069454
15860,[1],CORL88,Pyrvinium pamoate,-3.85171431,1.27579012,5.68E-07,-6.22475374,-3.419924653
15861,[3],CORL47,Pyrvinium pamoate,-0.580021748,1.968241382,1.10E-07,-6.954677021,-0.587829469
15862,[4],DMS114,Pyrvinium pamoate,3.057677451,2.426020849,3.32E-08,-7.501689446,2.887550186
15863,[2],DMS273,Pyrvinium pamoate,1.683473704,2.238026651,5.32E-08,-7.276544328,1.591588679
15864,[1],DMS53,Pyrvinium pamoate,-7.152530045,1.802983288,1.96E-07,-6.612610174,-7.448453545
15865,[3],DMS79,Pyrvinium pamoate,-0.801141855,1.856815827,1.43E-07,-6.841637508,-0.80069024
15866,[4],NCIH1048,Pyrvinium pamoate,2.402216215,2.092585682,7.34E-08,-7.143875556,2.270298589
15867,[3],NCIH1092,Pyrvinium pamoate,2.503668868,2.414901952,3.39E-08,-7.477555766,2.484832833
15868,[3],NCIH1105,Pyrvinium pamoate,-0.053400867,2.441427823,3.63E-08,-7.440093375,-0.049125988
15869,[4],NCIH1341,Pyrvinium pamoate,3.228659348,1.88879413,1.15E-07,-6.950781977,3.134900875
15870,[3],NCIH1436,Pyrvinium pamoate,-0.170465066,1.744170565,1.83E-07,-6.73754891,-0.171173505
15871,[3],NCIH146,Pyrvinium pamoate,3.546682596,2.09611283,6.89E-08,-7.17327748,3.44179194
15872,[3],NCIH1618,Pyrvinium pamoate,1.194355144,2.600851886,2.34E-08,-7.632644079,1.077836978
15873,[2],NCIH1694,Pyrvinium pamoate,2.131764898,2.126155246,6.78E-08,-7.172630727,2.000860947
15874,[3],NCIH1836,Pyrvinium pamoate,-3.740589975,1.87386155,1.48E-07,-6.801342913,-3.715178835
15875,[3],NCIH1876,Pyrvinium pamoate,1.265349961,2.373342687,4.00E-08,-7.403402904,1.282889065
15876,[3],NCIH1930,Pyrvinium pamoate,0.999995443,2.262405757,5.24E-08,-7.28567024,0.948489873
15877,[4],NCIH196,Pyrvinium pamoate,-104.2083496,0.825838149,2.36E-06,-4.866461092,-104.433326
15878,[3],NCIH1963,Pyrvinium pamoate,0.361082764,2.37247143,4.17E-08,-7.380906669,0.318671998
15879,[1],NCIH2029,Pyrvinium pamoate,-0.783073058,1.857097142,1.42E-07,-6.841637508,-0.774487342
15880,[4],NCIH2066,Pyrvinium pamoate,-45.07141055,1.731765645,3.34E-07,-5.829738285,-48.30982745
15881,[3],NCIH2081,Pyrvinium pamoate,0.871927271,2.249611965,5.50E-08,-7.266802735,0.917075042
15882,[3],NCIH209,Pyrvinium pamoate,-0.01187524,2.098101095,7.98E-08,-7.097997109,-0.011285869
15883,[4],NCIH211,Pyrvinium pamoate,-0.991121831,2.329113343,4.87E-08,-7.305394801,-1.000277686
15884,,NCIH2141,Pyrvinium pamoate,-1.069675018,1.919481236,1.25E-07,-6.896196279,-1.096178625
15885,[2],NCIH2171,Pyrvinium pamoate,3.158002911,2.191665303,5.66E-08,-7.262807357,3.161356944
15886,[2],NCIH446,Pyrvinium pamoate,-4.325340409,3.521530163,3.48E-09,-8.36251027,-7.17288084
15887,[1],NCIH510,Pyrvinium pamoate,0.167242207,2.14957543,7.03E-08,-7.153044675,0.160192214
15888,[2],NCIH524,Pyrvinium pamoate,0.606587002,2.134832241,7.13E-08,-7.148130399,0.584338966
15889,[2],NCIH526,Pyrvinium pamoate,2.202025993,1.93144044,1.06E-07,-6.974694135,2.222865236
15890,[3],NCIH69,Pyrvinium pamoate,1.58619274,2.335973163,4.31E-08,-7.373659633,1.528596139
15891,,NCIH69/CPR,Pyrvinium pamoate,0.573980987,2.03843577,8.95E-08,-7.050122296,0.571451085
15892,,NCIH69/LX10,Pyrvinium pamoate,5.977288096,0.71471787,1.81E-06,-5.759450752,5.933583852
15893,,NCIH69VCR/R,Pyrvinium pamoate,2.994949447,0.863199423,1.30E-06,-5.88941029,2.838863198
15894,[2],NCIH82,Pyrvinium pamoate,2.121100588,2.187097441,5.87E-08,-7.234331445,2.075005664
15895,[4],NCIH841,Pyrvinium pamoate,0.192302817,2.543678438,2.83E-08,-7.548213564,0.18961208
15896,[3],NCIH889,Pyrvinium pamoate,0.980163167,2.138726557,6.98E-08,-7.159893906,0.928786199
15897,[1],SHP77,Pyrvinium pamoate,0.011393545,1.428935503,3.77E-07,-6.42365865,0.011302619
15898,[4],SW1271,Pyrvinium pamoate,-2.530935641,2.353804657,4.86E-08,-7.294992041,-2.377288768
15899,[1],COLO668,R-115777,-90.94244185,0.864940079,3.52E-06,-4.379863945,-88.7906514
15900,[1],CORL88,R-115777,94.87359333,0.021320311,,-5.41453927,94.26580362
15901,[3],CORL47,R-115777,73.45225225,0.722282317,,-7.721246399,68.7299726
15902,[4],DMS114,R-115777,-59.99752688,2.089713531,2.31E-07,-5.269217724,-72.38301663
15903,[2],DMS273,R-115777,24.31945518,0.38399735,6.29E-06,-5.424812155,24.16468352
15904,[1],DMS53,R-115777,-48.1935068,0.244228642,1.88E-05,-4.324221658,-45.41641505
15905,[3],DMS79,R-115777,63.13285489,0.165945828,,-5.4225082,59.81306296
15906,[4],NCIH1048,R-115777,-96.6541692,0.925600368,3.18E-06,-4.316952962,-95.55252864
15907,[3],NCIH1092,R-115777,-50.87241812,0.63719853,6.47E-06,-4.57024772,-48.10097655
15908,[3],NCIH1105,R-115777,23.83630727,3.086611764,3.33E-09,-9.080921908,33.4360574
15909,[4],NCIH1341,R-115777,-31.2826434,2.736958474,4.14E-08,-6.455931956,-39.79816118
15910,[3],NCIH1436,R-115777,-272.0236238,0.379105344,5.45E-06,-4.57024772,-245.0344913
15911,[3],NCIH146,R-115777,10.46502057,3.111126853,1.07E-08,-8.463441557,17.59473485
15912,[3],NCIH1618,R-115777,-44.27559832,3.12474427,2.04E-08,-5.465973894,-64.57647508
15913,[2],NCIH1694,R-115777,-287.1876841,0.56587012,4.04E-06,-4.332547047,-260.3217389
15914,[3],NCIH1836,R-115777,-162.1431544,0.711668052,3.30E-06,-4.447331784,-149.7163875
15915,[3],NCIH1876,R-115777,-43.06285148,1.979262939,4.07E-07,-5.18243463,-51.67283865
15916,[3],NCIH1930,R-115777,40.30309796,0.375656863,0.000698278,-4.835647144,39.40050456
15917,[4],NCIH196,R-115777,-304.0177144,0.228608423,7.20E-06,-4.640164518,-281.6441941
15918,[3],NCIH1963,R-115777,-14.44544889,1.549244194,5.47E-07,-5.982966661,-14.14208899
15919,[1],NCIH2029,R-115777,37.49181328,0.40436431,0.000324471,-4.88941029,33.99512053
15920,[4],NCIH2066,R-115777,56.45727513,0.20194105,,-5.462180905,54.90329922
15921,[3],NCIH2081,R-115777,-222.5708268,0.24413125,7.53E-06,-4.588380294,-211.4589017
15922,[3],NCIH209,R-115777,17.17977609,0.955876876,1.41E-06,-6.081969663,16.18463379
15923,[4],NCIH211,R-115777,28.02055989,1.969733727,9.55E-08,-7.709965389,32.53559775
15924,,NCIH2141,R-115777,-98.2461575,0.348658424,1.18E-05,-4.207608311,-96.18172945
15925,[2],NCIH2171,R-115777,16.46803773,3.405150826,2.37E-09,-9.181114585,27.22518684
15926,[2],NCIH446,R-115777,-51.16157368,0.305785249,1.28E-05,-4.478861916,-50.56882328
15927,[1],NCIH510,R-115777,-162.1431544,0.711668052,3.30E-06,-4.447331784,-149.7163875
15928,[2],NCIH524,R-115777,-115.5989899,1.115802336,1.69E-06,-4.48148606,-111.7933825
15929,[2],NCIH526,R-115777,-22.49394571,0.940843779,4.52E-06,-4.906578315,-22.63269912
15930,[3],NCIH69,R-115777,-203.2503368,0.541768995,4.22E-06,-4.512861625,-192.6176739
15931,,NCIH69/CPR,R-115777,-192.3195795,0.470921734,5.61E-06,-4.327902142,-183.1694635
15932,,NCIH69/LX10,R-115777,51.26356528,0.334911487,,-5.675717545,48.56360783
15933,,NCIH69VCR/R,R-115777,-1.786593997,0.91295704,1.81E-06,-5.718966633,-1.742533834
15934,[2],NCIH82,R-115777,-68.89277204,1.595942063,5.27E-07,-5.27572413,-75.66905945
15935,[4],NCIH841,R-115777,-199.1037636,0.523479437,4.58E-06,-4.442492798,-187.7659562
15936,[3],NCIH889,R-115777,-99.6161768,0.335345211,9.39E-06,-4.415668776,-93.91005799
15937,[1],SHP77,R-115777,-265.1703172,0.460009896,5.13E-06,-4.349692477,-252.9716664
15938,[4],SW1271,R-115777,-59.16139723,2.314378293,1.64E-07,-5.127261173,-76.06886967
15939,[1],COLO668,R-1530,58.2209007,0.361300514,,-5.863279433,53.60615826
15940,[1],CORL88,R-1530,65.48695948,0.06090668,,-5.026872146,65.17766165
15941,[3],CORL47,R-1530,48.72658471,0.406612985,3.05E-06,-5.793174124,47.43685313
15942,[4],DMS114,R-1530,35.85617184,0.659974662,1.14E-06,-6.028724151,34.91003044
15943,[2],DMS273,R-1530,77.38439377,0.305190398,,-6.349692477,72.81139605
15944,[1],DMS53,R-1530,70.77844012,0.264831151,,-5.886056648,69.30416398
15945,[3],DMS79,R-1530,95.31246668,0.055536076,,-6.185086819,91.96797484
15946,[4],NCIH1048,R-1530,16.35909392,1.099032827,5.29E-07,-6.314258261,16.33206016
15947,[3],NCIH1092,R-1530,69.04598818,0.312568461,,-6.007888512,69.18582875
15948,[3],NCIH1105,R-1530,12.1641071,0.927908487,1.09E-06,-6.046723663,12.02086818
15949,[4],NCIH1341,R-1530,-158.8030998,0.882818977,2.21E-06,-4.568636236,-162.70851
15950,[3],NCIH1436,R-1530,54.76315825,0.558763988,,-6.235077015,52.87192816
15951,[3],NCIH146,R-1530,18.86361258,0.751104135,1.24E-06,-5.924453039,18.60032909
15952,[3],NCIH1618,R-1530,10.01886963,0.846424645,1.30E-06,-5.935542011,9.292337201
15953,[2],NCIH1694,R-1530,35.20914054,0.570638863,3.54E-06,-5.8569852,35.0682388
15954,[3],NCIH1836,R-1530,54.73195304,0.466142468,,-6.029653124,52.2300939
15955,[3],NCIH1876,R-1530,17.97436077,1.225299756,3.86E-07,-6.493494968,18.28147037
15956,[3],NCIH1930,R-1530,18.85488738,0.72593018,1.66E-06,-5.88941029,18.43041334
15957,[4],NCIH196,R-1530,74.66455978,0.233051111,,-5.920818754,73.44596729
15958,[3],NCIH1963,R-1530,7.45870726,0.801106609,1.45E-06,-5.863279433,6.876663979
15959,[1],NCIH2029,R-1530,73.61777985,0.214410971,,-5.782516056,73.43953206
15960,[4],NCIH2066,R-1530,79.86159261,0.208370311,,-6.034798299,73.59882696
15961,[3],NCIH2081,R-1530,49.93415852,0.658867591,9.76E-07,-6.316052869,48.97369762
15962,[3],NCIH209,R-1530,35.8958822,0.458979077,2.62E-06,-5.716698771,33.68252968
15963,[4],NCIH211,R-1530,11.08675328,0.904670244,1.04E-06,-6.017276612,10.69559428
15964,,NCIH2141,R-1530,28.92329409,0.913460766,5.59E-07,-6.284832642,27.87773219
15965,[2],NCIH2171,R-1530,16.20410079,0.964580634,7.95E-07,-6.151195299,16.37671815
15966,[2],NCIH446,R-1530,22.67105452,0.93611646,7.61E-07,-6.210419288,23.04784974
15967,[1],NCIH510,R-1530,6.573647666,1.014619616,8.49E-07,-6.086186148,6.251235737
15968,[2],NCIH524,R-1530,9.904675664,0.975725406,8.89E-07,-6.083019953,10.34360929
15969,[2],NCIH526,R-1530,18.67363323,0.773643065,1.18E-06,-5.950781977,17.94979816
15970,[3],NCIH69,R-1530,36.22157571,0.746110978,8.98E-07,-6.170053304,35.13854925
15971,,NCIH69/CPR,R-1530,9.019521424,0.899559873,1.05E-06,-5.987162775,8.326265528
15972,,NCIH69/LX10,R-1530,28.51571987,0.707268104,1.12E-06,-5.991399828,27.78457186
15973,,NCIH69VCR/R,R-1530,62.49025305,0.339549845,,-5.906578315,59.87908616
15974,[2],NCIH82,R-1530,7.4214163,0.766823442,2.01E-06,-5.764471553,7.759132131
15975,[4],NCIH841,R-1530,34.06856615,0.810935102,7.65E-07,-6.229884705,32.10226343
15976,[3],NCIH889,R-1530,48.17325032,0.535169097,1.88E-06,-6.032452024,48.076974
15977,[1],SHP77,R-1530,41.49318902,0.495591711,1.62E-06,-5.847711656,41.63127864
15978,[4],SW1271,R-1530,22.3809872,0.408441768,3.96E-05,-4.896196279,21.21343016
15979,[1],COLO668,R-406,39.13004678,0.042356458,1.21E-05,-5.031984286,39.10140829
15980,[1],CORL88,R-406,91.81247076,0.523949118,,-5.591760035,100.2018204
15981,[3],CORL47,R-406,62.86840852,0.108691005,,-5.287350298,62.09392157
15982,[4],DMS114,R-406,12.88229627,0.746663499,1.65E-06,-5.850780887,12.18336472
15983,[2],DMS273,R-406,48.22492029,0.28594477,3.83E-05,-5.48945499,48.31715228
15984,[1],DMS53,R-406,14.26641731,0.456203097,1.25E-05,-5.127261173,14.19702397
15985,[3],DMS79,R-406,63.56762921,1.358302007,,-7.079876674,73.67333171
15986,[4],NCIH1048,R-406,20.80843535,0.840913393,1.46E-06,-6.038578906,20.52029472
15987,[3],NCIH1092,R-406,86.19290129,0.065745168,,-5.476253533,87.22098539
15988,[3],NCIH1105,R-406,66.1319651,0.23052584,,-5.66756154,68.86608803
15989,[4],NCIH1341,R-406,11.94346981,0.637538979,2.43E-06,-5.696803943,12.4830397
15990,[3],NCIH1436,R-406,79.73844484,0.073502185,,-5.359518563,80.86845829
15991,[3],NCIH146,R-406,51.47744244,0.178064658,,-5.366531544,51.42933589
15992,[3],NCIH1618,R-406,74.5633133,0.119998831,,-5.465973894,74.05919664
15993,[2],NCIH1694,R-406,60.63254448,0.278318369,,-5.701146924,60.4550182
15994,[3],NCIH1836,R-406,-261.8755626,0.009945794,1.30E-05,-4.744727495,-256.8709209
15995,[3],NCIH1876,R-406,47.1550551,0.367592658,5.71E-06,-5.694648631,49.06160622
15996,[3],NCIH1930,R-406,53.05342924,0.092416488,,-5.085128182,54.48810941
15997,[4],NCIH196,R-406,52.17524652,0.393349708,,-5.793174124,52.85503718
15998,[3],NCIH1963,R-406,54.29582472,0.200404905,,-5.438898616,44.433623
15999,[1],NCIH2029,R-406,80.00028275,0.162763549,,-5.779891912,80.40068713
16000,[4],NCIH2066,R-406,64.80974783,0.306035996,,-5.869666232,64.59631776
16001,[3],NCIH2081,R-406,87.2076585,0.027585264,,-5.195860568,88.39001366
16002,[3],NCIH209,R-406,70.54319654,0.591050928,,-6.024568191,78.97084395
16003,[4],NCIH211,R-406,-181.78893,0.358658535,6.33E-06,-4.534617149,-177.0577428
16004,,NCIH2141,R-406,85.82065111,0.083512125,,-5.484126156,85.59014099
16005,[2],NCIH2171,R-406,23.73187531,0.2958845,4.85E-06,-5.385102784,24.23998729
16006,[2],NCIH446,R-406,15.62356983,0.386101833,6.28E-06,-5.337242168,15.66878024
16007,[1],NCIH510,R-406,19.70481007,0.296423656,4.82E-06,-5.366531544,20.46405465
16008,[2],NCIH524,R-406,20.40942038,0.193224142,8.72E-06,-5.167491087,20.99496736
16009,[2],NCIH526,R-406,-136.3129896,0.352498313,8.20E-06,-4.367542708,-139.246838
16010,[3],NCIH69,R-406,-278.5748939,0.1897801,7.74E-06,-4.688246139,-273.5790637
16011,,NCIH69/CPR,R-406,-1.871742744,0.281445803,6.62E-06,-5.169411331,-1.744390796
16012,,NCIH69/LX10,R-406,55.88624096,0.438622496,,-5.995678626,58.41453841
16013,,NCIH69VCR/R,R-406,46.663699,0.510266272,3.36E-06,-5.954677021,46.80841372
16014,[2],NCIH82,R-406,72.62407144,0.100409277,,-5.360513511,73.96309461
16015,[4],NCIH841,R-406,37.71716789,0.468344172,2.58E-06,-5.752026734,39.37674221
16016,[3],NCIH889,R-406,41.57726977,0.106794022,9.18E-05,-4.764471553,41.84296341
16017,[1],SHP77,R-406,74.36410264,0.053230223,,-5.067019178,76.72707324
16018,[4],SW1271,R-406,87.73599474,0.091640491,,-5.747146969,80.05708269
16019,[1],COLO668,R-428,-5.782236428,0.538490654,3.10E-06,-5.484126156,-5.895858542
16020,[1],CORL88,R-428,-1.10106157,0.321685068,4.82E-06,-5.315154638,-1.129142828
16021,[3],CORL47,R-428,-5.94982506,0.37780191,4.35E-06,-5.345823458,-6.288320812
16022,[4],DMS114,R-428,-5.89204156,0.552354212,2.95E-06,-5.510041521,-5.6538312
16023,[2],DMS273,R-428,-54.96688764,0.338541687,5.23E-06,-5.121478204,-53.24311607
16024,[1],DMS53,R-428,-5.753153213,0.347441374,4.65E-06,-5.317854924,-5.755204759
16025,[3],DMS79,R-428,-97.60457027,0.235930239,6.54E-06,-4.991399828,-91.30776903
16026,[4],NCIH1048,R-428,-79.34361593,0.601143896,3.29E-06,-5.084600165,-77.0950224
16027,[3],NCIH1092,R-428,50.44736521,0.182396923,,-5.367542708,51.68860553
16028,[3],NCIH1105,R-428,1.051550094,0.51013298,3.06E-06,-5.515700161,1.064107952
16029,[4],NCIH1341,R-428,-3.341799649,0.300234069,5.11E-06,-5.28567024,-3.217695694
16030,[3],NCIH1436,R-428,0.767272947,0.549221098,2.81E-06,-5.552841969,0.804343244
16031,[3],NCIH146,R-428,1.015648255,0.523279412,2.97E-06,-5.528708289,1.135423855
16032,[3],NCIH1618,R-428,1.11656823,0.427319478,3.71E-06,-5.431798276,1.148367152
