Feature Name,1,2,3,4,5
MRPL48,,1.0,,,
MRPL49,,,,1.0,
MRPL52,,,1.0,,
MRPL53,1.0,,,,
MRPS10,,1.0,,,
MRPS11,,,1.0,,
MRPS14,,1.0,,,
MRPS15,,,,1.0,
MRPS18C,,1.0,,,
MRPS2,,,1.0,,
MRPS22,1.0,,1.0,,
MRPS23,,,1.0,,
MRPS24,1.0,1.0,1.0,,
MRPS25,,1.0,,,
MRPS27,,,1.0,,
MRPS28,,,,1.0,
MRPS30,,,1.0,,
MRPS31,,,1.0,,
MRPS35,,1.0,,,
MRPS5,1.0,,1.0,,
MRPS6,,,,1.0,
MRPS9,1.0,,,,
MS4A4E,,,,1.0,
MS4A6A,,,,1.0,
MS4A7,,,,1.0,
MS4A8,,,,1.0,
MSANTD3,,,,,1.0
MSH5,1.0,,,,
MSI1,,,,,1.0
MSL2,,,,,1.0
MSLN,1.0,,,,
MSMB,,,,1.0,
MSMO1,,,,1.0,
MSN,1.0,,,,
MSR1,,1.0,,,
MSRA,1.0,,,,
MSRB2,1.0,,,,
MSRB3,1.0,,,,
MST1,1.0,,,,
MST1R,,,,1.0,
MSTN,,1.0,,,
MSTO1,1.0,,,,
MSX2,1.0,,,,
MT1E,,,,1.0,
MT1G,,,,1.0,
MT1M,,,,1.0,
MT2A,1.0,,,1.0,
MTA1,,,1.0,,
MTA2,,1.0,,,1.0
MTA3,,1.0,,,
MTBP,,1.0,,,
MTCH2,,1.0,,,
MTDH,,1.0,,,
MTF1,,,,1.0,
MTFMT,1.0,,1.0,,
MTFP1,,1.0,1.0,,
MTG1,1.0,,,,
MTHFD1,,,1.0,,
MTHFD1L,1.0,1.0,,,
MTHFR,,,,1.0,
MTHFS,1.0,,,,
MTMR11,1.0,,,,
MTMR12,,,1.0,,
MTMR14,,1.0,,,
MTMR2,,1.0,,,
MTMR4,,,1.0,,
MTMR8,,1.0,,,
MTNR1A,,1.0,,,
MTO1,1.0,1.0,,,
MTOR,1.0,,,,
MTPAP,,1.0,,,
MTSS1,,,,1.0,
MTX1,1.0,1.0,,,
MTX2,,1.0,,,
MUC1,,,,1.0,
MUC12,,,,1.0,
MUC13,,1.0,,,
MUC2,,,,1.0,
MUC20,,,,1.0,
MUC5AC,,,,1.0,
MUCL1,,,,1.0,
MUSTN1,,,1.0,,
MVB12A,1.0,,,,
MVB12B,,,,,1.0
MVK,,,,1.0,
MVP,1.0,,,,
MX1,,,,1.0,
MX2,,,,1.0,
MXI1,,,1.0,,
MXRA5,,,1.0,,
MXRA7,1.0,,1.0,,
MYADM,1.0,,,,
MYADML2,,,1.0,,
MYB,,1.0,,,1.0
MYBBP1A,,1.0,1.0,,
MYBL2,,,1.0,,
MYBPHL,,,1.0,,
MYC,,1.0,1.0,,
MYCBP,,,,1.0,
MYCBP2,,,1.0,,
MYCL,,,,1.0,
MYCN,,1.0,,,
MYEF2,,,,,1.0
MYEOV,,1.0,,,
MYH10,,,1.0,,
MYH3,1.0,,,,
MYH7B,,,,1.0,
MYH8,,,1.0,,
MYH9,1.0,,,,
MYL12A,1.0,,,,
MYL12B,1.0,,,,
MYL6,1.0,,,,
MYL9,1.0,,,,
MYLIP,,,,1.0,
MYLK,1.0,,,,
MYLK3,,,,1.0,
MYNN,,,,,1.0
MYO15A,,,,1.0,
MYO16,,,1.0,,
MYO19,,1.0,,,
MYO1B,,1.0,,,
MYO1C,1.0,1.0,,,
MYO1F,1.0,,,,
MYO1G,,,,1.0,
MYO5A,1.0,,1.0,,
MYO5C,,1.0,,,
MYO6,,1.0,,,
MYO9A,1.0,,,,
MYO9B,1.0,,,,
MYOD1,,,1.0,,
MYOF,1.0,,,,
MYOG,,,1.0,,
MYOM1,1.0,,,,
MYOM2,,,,,1.0
MYPN,1.0,,,,
MYRF,1.0,1.0,,,
MYT1,,,,,1.0
MYT1L,,,1.0,,
MYZAP,,1.0,,,
MZT2A,,,1.0,,
MZT2B,,,1.0,,
N4BP2,,,,,1.0
N4BP3,,,,,1.0
NAA10,,,1.0,,
NAA11,,,1.0,,
NAA25,,1.0,,,
NAA40,,,,1.0,
NAALAD2,,1.0,,,
NAALADL1,,,,,1.0
NAB1,,,,,1.0
NAB2,1.0,,,,
NABP1,1.0,1.0,,,
NABP2,,,,,1.0
NACA,1.0,,,,
NACA2,1.0,,1.0,,
NACAD,,,,,1.0
NACC1,1.0,,,,
NACC2,1.0,,,1.0,
NADK2,,,1.0,,
NADSYN1,,1.0,,,
NAGA,1.0,,,,
NAGK,,,,1.0,
NAGPA,1.0,,,,
NAIF1,,,,1.0,
NANOS3,,,,,1.0
NANP,,,1.0,,
NANS,1.0,,,,
NAP1L1,1.0,,1.0,,
NAP1L3,,,1.0,,
NAPA,,,1.0,,
NASP,,,1.0,,
NAT1,,,,1.0,
NAT10,1.0,1.0,1.0,,
NAT14,,,,,1.0
NAV2,,,,1.0,
NBAS,1.0,,,,
NBEAL1,1.0,,,,
NBEAL2,,1.0,,,
NBL1,1.0,,,,
NBN,1.0,,,,
NBPF10,1.0,1.0,,,
NBPF11,,1.0,,,
NBPF14,1.0,1.0,,,
NBPF15,1.0,,,,
NBPF20,1.0,,,,
NBPF9,1.0,,,,
NBR1,,1.0,,,
NCALD,,,,1.0,
NCAN,,,1.0,,
NCAPD2,,,1.0,,
NCAPD3,,,,,1.0
NCAPH,,1.0,1.0,,
NCAPH2,,,,,1.0
NCCRP1,1.0,,,,
NCEH1,1.0,,,1.0,
NCK2,,1.0,,,
NCKAP1,1.0,,,,
NCKAP5L,,,1.0,,
NCKIPSD,,,,1.0,
NCL,,1.0,1.0,,
NCLN,1.0,,,,
NCOA3,,1.0,,,
NCOA4,,1.0,,,
NCOA5,,,,,1.0
NCOA6,,,,,1.0
NCOR1,,1.0,,,
NCOR2,,,1.0,,
NCS1,,,1.0,,
NCSTN,1.0,,,,
NDC1,,1.0,,,
NDE1,,,,1.0,
NDEL1,1.0,,,,
NDRG1,,,,1.0,
NDRG2,,1.0,,,
NDRG4,,,,,1.0
NDST1,1.0,,,,
NDST3,,,1.0,,
NDUFA10,,1.0,,,
NDUFA12,1.0,,,,
NDUFA4,1.0,1.0,,,
NDUFA4L2,,1.0,,,
NDUFAF1,,1.0,1.0,,
NDUFAF2,1.0,,1.0,,
NDUFAF6,,,,1.0,
NDUFAF7,1.0,,,,
NDUFB10,,,1.0,,
NDUFB11,,,1.0,,
NDUFB4,,1.0,,,
NDUFB8,1.0,,,,
NDUFC1,1.0,1.0,,,
NDUFS2,1.0,,,,
NDUFS5,,,,1.0,
NDUFS6,,,1.0,,
NDUFS7,,,1.0,,
NDUFV1,,,1.0,,
NECAP2,1.0,,,,
NEDD4,1.0,,,,
NEDD8,,,1.0,,
NEIL2,,,1.0,,
NEK10,1.0,,,,
NEK3,1.0,,,,
NEK8,,,,1.0,
NEK9,,,1.0,,
NELFA,,1.0,,,
NELFCD,1.0,1.0,,,
NELL1,,,,1.0,
NEO1,1.0,,1.0,,
NEU1,,,,1.0,
NEURL4,,,1.0,,
NEUROD1,,,1.0,,
NEUROD2,,,1.0,,
NEUROD4,,,1.0,,
NEUROD6,,,1.0,,
NEUROG2,,,1.0,,
NEUROG3,,,,1.0,
NEXN,1.0,,,,
NF1,,1.0,,,
NF2,,,1.0,,
NFAM1,,,1.0,,
NFAT5,1.0,,,,
NFATC1,,1.0,,,
NFATC2,,,,1.0,
NFATC3,,,,,1.0
NFE2L1,1.0,1.0,,,
NFIA,,,1.0,,
NFIX,,,1.0,,
NFKB1,1.0,,,,
NFKB2,1.0,1.0,,,
NFKBIA,,,,1.0,
NFKBID,1.0,,,,
NFKBIZ,1.0,,,1.0,
NFS1,1.0,1.0,,,
NFU1,1.0,,,,
NFXL1,,1.0,,,
NFYB,,,,,1.0
NFYC,,,,1.0,
NGDN,,,1.0,,
NGEF,1.0,,,,
NGF,,,,,1.0
NGFR,,,1.0,,
NGLY1,1.0,,,,
NGRN,,,,,1.0
NHEJ1,,,1.0,,
NHLH2,,,1.0,,
NHLRC2,,1.0,,,
NHP2,,,1.0,,
NHS,,,,1.0,
NID1,1.0,,,,
NIF3L1,,1.0,,,
NIN,,,1.0,,
NINJ1,1.0,,,,
NINJ2,,,,1.0,
NIPAL1,,1.0,,,
NIPAL2,,,,1.0,
NIPAL3,,,,1.0,
NIT2,1.0,,,,
NKAIN1,,,1.0,,
NKAIN2,,,,,1.0
NKAIN3,,,1.0,,
NKD1,,,1.0,,
NKG7,1.0,,,,
NKTR,1.0,,,,
NKX2-1,,,,1.0,
NKX2-4,,,1.0,,
NKX2-5,1.0,,,,
NKX2-8,,,1.0,,
NKX3-1,,,,,1.0
NKX6-1,,,,,1.0
NLE1,,,1.0,,
NLRP3,,,,1.0,
NLRP4,,,,1.0,
NMB,1.0,1.0,1.0,,
NMBR,,,,,1.0
NME1,,,1.0,,
NME3,1.0,,,,
NME4,1.0,,1.0,,
NME6,1.0,1.0,,,
NME8,,1.0,,,
NMI,,,,1.0,
NMNAT1,1.0,,,1.0,
NMNAT2,,,1.0,,
NMNAT3,,,,,1.0
NMRK1,1.0,,,,
NMT1,,1.0,,,
NMT2,1.0,,,,
NMU,,1.0,,,
NNAT,,,,,1.0
NNMT,1.0,,,,
NOA1,,1.0,,,
NOB1,1.0,,1.0,,
NOC2L,,,1.0,,
NOC3L,1.0,,,,
NOD1,,,,1.0,
NOD2,,,1.0,,
NOG,1.0,,1.0,,
NOL10,,,1.0,,
NOL11,,1.0,,,
NOL4,,,,,1.0
NOL9,,1.0,1.0,,
NOLC1,,,1.0,,
NOMO1,1.0,,,,
NOMO2,1.0,,,,
NOMO3,1.0,,,,
NONO,,,1.0,,
NOP10,,,1.0,,
NOP14,,1.0,,,
NOP16,1.0,,1.0,,
NOP2,1.0,,1.0,,
NOP56,,,1.0,,
NOP58,,,1.0,,
NOS1,,,1.0,,
NOTCH1,1.0,1.0,1.0,,
NOTCH2,1.0,1.0,,,
NOTCH3,1.0,1.0,,,
NOVA2,,,1.0,,
NOX5,,,1.0,,
NOXA1,,,,1.0,
NPAS1,1.0,,,,
NPAS2,1.0,1.0,,,
NPAS3,,,,1.0,
NPAS4,,,,,1.0
NPC1,1.0,,,,
NPC2,1.0,,,,
NPEPL1,1.0,,,,
NPFF,1.0,,,,
NPHP3,1.0,1.0,,,
NPIPA2,,,,,1.0
NPIPA3,,,,,1.0
NPIPA5,,,,,1.0
NPIPB4,1.0,,,,
NPIPB5,1.0,,,,
NPL,,,1.0,,
NPLOC4,1.0,,,,
NPM1,1.0,,1.0,,
NPM2,,,,,1.0
NPM3,1.0,1.0,1.0,,
NPPA,,,,1.0,
NPR1,,,1.0,,
NPTN,1.0,,,1.0,
NPTX1,,,,1.0,
NPTXR,,,1.0,,
NPW,,,1.0,,
NQO1,1.0,,,,
NQO2,1.0,,,,
NR0B1,,,,1.0,
NR0B2,,,,1.0,
NR1H2,1.0,,,,
NR1H4,,1.0,,,
NR2E1,1.0,,1.0,,
NR2F6,1.0,,,,
NR3C2,,1.0,,,
NR4A2,,,,1.0,
NR4A3,1.0,,,,
NR5A1,,,,,1.0
NR6A1,,,,1.0,
NRARP,,,,1.0,
NRBF2,1.0,1.0,,,
NRBP1,1.0,,,,
NRBP2,1.0,,,,
NRDE2,,,1.0,,
NREP,,,,,1.0
NRF1,,,,,1.0
NRG2,,,1.0,,
NRG3,,,1.0,,
NRG4,1.0,1.0,,,
NRK,,1.0,,,
NRN1,,,1.0,,
NRP2,,,1.0,,
NRROS,,,,,1.0
NRXN2,,,1.0,,
NSA2,1.0,,,,
NSF,,1.0,,,
NSG1,,,,,1.0
NSG2,,,,1.0,
NSMAF,1.0,,,,
NSMCE2,,1.0,,,
NSMF,,,1.0,,
NSRP1,1.0,,,,
NSUN7,,1.0,,,
NT5C1B,,,,1.0,
NT5C2,1.0,,,,
NT5C3B,,1.0,1.0,,
NT5DC1,1.0,,,,
NT5DC2,,1.0,,,
NT5DC3,,,,1.0,
NT5DC4,,,,,1.0
NT5E,1.0,,,,
NTAN1,1.0,,,,
NTF4,1.0,,,,
NTN1,1.0,1.0,,,
NTN3,,,1.0,,
NTN5,,,1.0,,
NTNG2,,,1.0,,
NTRK1,,,1.0,,
NTRK3,,,1.0,,
NTSR1,,,1.0,,
NUCB1,1.0,,,,
NUCB2,,,,1.0,
NUDCD2,1.0,,,,
NUDT1,,,1.0,,
NUDT16L1,,,,,1.0
NUDT18,1.0,,,,
NUDT19,,1.0,,,
NUDT21,,,,,1.0
NUDT5,1.0,,,,
NUDT6,1.0,,,,
NUDT8,1.0,1.0,,,
NUGGC,,1.0,,,
NUMB,,1.0,,,
NUMBL,1.0,,1.0,,
NUP107,,1.0,,,
NUP133,,1.0,,,
NUP153,,1.0,,,
NUP155,,,1.0,,
NUP160,,1.0,,,
NUP210,,,,1.0,
NUP35,,,1.0,,
NUP37,1.0,,,,
NUP43,,1.0,,,
NUP54,,1.0,,,
NUP88,1.0,,,,
NUP93,1.0,,1.0,,
NUP98,,1.0,,,
NUS1,,1.0,,,
NUSAP1,,,,,1.0
NVL,,,,,1.0
NXF1,,,,,1.0
NXF3,1.0,,,,
NXNL2,1.0,,,,
NXPE2,,,,1.0,
NXPH3,,,1.0,,
NXPH4,,1.0,,,
NYNRIN,,,1.0,,
OAF,1.0,1.0,,,
OAS1,,,,1.0,
OAS2,1.0,,,,
OAS3,1.0,,,,
OASL,1.0,,,,
OAT,1.0,1.0,,,
OAZ2,,,,,1.0
OBSCN,,1.0,,,
OCEL1,1.0,,,,
OCIAD1,,1.0,,,
OCLM,,1.0,,,
OCLN,,,,1.0,
ODF2,1.0,,,,
ODF2L,,,,1.0,1.0
ODF3B,1.0,,,,
OGFOD1,1.0,,1.0,,
OGFR,1.0,,1.0,,
OGFRL1,,1.0,,,
OGG1,1.0,,,,
OIP5,1.0,,,,
OLA1,,,1.0,,
OLFM1,,,1.0,,
OLFM2,1.0,,1.0,,
OLFML2A,1.0,,1.0,,
OLFML3,,,1.0,,
OLIG1,,1.0,1.0,,
OLIG2,,1.0,1.0,,
OLR1,1.0,,,,
OMG,,1.0,,,
OMP,,,,1.0,
ONECUT2,,,,,1.0
OPLAH,1.0,,,,
OPN1SW,,,,,1.0
OPRD1,,,,1.0,
OPRK1,,,1.0,,
OPRL1,,,1.0,,
OPTN,1.0,,,,
OR10Q1,,1.0,,,
OR13A1,,1.0,,1.0,
OR1F1,,,1.0,,
OR2A7,,1.0,,,
OR2T33,,1.0,,,
OR2T8,,1.0,,,
OR2W3,,1.0,,,
OR51E1,,,,1.0,
OR51F2,,,,1.0,
ORAI1,1.0,,,,
ORAI3,1.0,,,,
ORC1,,,1.0,,
ORC2,,1.0,,,
ORC5,1.0,,,,
ORM1,1.0,1.0,,,
ORMDL1,,1.0,,,
ORMDL3,,,,1.0,
OSBP2,,,1.0,,
OSBPL5,1.0,,,,
OSBPL6,,,1.0,,
OSBPL8,,,,,1.0
OSBPL9,1.0,,,,
OSCAR,1.0,,,,
OSGEP,,,1.0,,
OSGEPL1,,1.0,,,
OSGIN1,1.0,1.0,,,
OSMR,1.0,1.0,,,
OSR1,1.0,,,,
OSR2,,1.0,,,
OSTF1,,1.0,,1.0,
OSTM1,1.0,,,,
OTOGL,,,1.0,,
OTP,,,,1.0,
OTUB1,,1.0,,,
OTUB2,,,1.0,,
OTUD1,,,,1.0,
OTUD4,,1.0,,,
OTUD5,,,1.0,,
OTUD7A,,,1.0,,
OTX1,1.0,1.0,,,
OVGP1,,,,1.0,
OVOL1,,1.0,,1.0,
OVOL2,,,,,1.0
OXA1L,1.0,,1.0,,
OXGR1,,,,1.0,
OXR1,,1.0,,,
OXSM,1.0,1.0,,,
OXTR,,,,1.0,
P2RX1,,,1.0,,
P2RY10,,1.0,,,
P2RY14,,,,1.0,
P2RY8,,1.0,,,
P4HA2,1.0,,,,
P4HB,1.0,,,,
P4HTM,,,,1.0,
PA2G4,,,1.0,,
PAAF1,,1.0,,,
PABPC1,,1.0,,,
PABPC4L,,,,,1.0
PABPN1,,1.0,,,
PABPN1L,,,1.0,,
PACS1,1.0,,,,
PACSIN3,1.0,1.0,,,
PADI1,1.0,,,,
PADI3,1.0,,,,
PAFAH1B2,,,,,1.0
PAFAH2,,,,1.0,
PAG1,,,1.0,,
PAGE4,,,,1.0,
PAH,,,,1.0,
PAK1IP1,,1.0,,,
PAK2,,,,,1.0
PAK6,,1.0,,,
PALD1,1.0,,1.0,,
PALM,,,,,1.0
PALM2,,,1.0,,
PALMD,,1.0,1.0,,
PAM,,,,1.0,
PAM16,,,1.0,,
PAMR1,,,,1.0,
PANX1,,,,,1.0
PANX2,,,,1.0,
PAOX,1.0,,,,
PAPLN,1.0,,,,
PAPSS1,,,1.0,,
PAPSS2,1.0,,,,
PAQR5,,1.0,,,
PAQR7,1.0,,,,
PAQR9,,,1.0,,
PARD3,1.0,1.0,,,
PARD3B,,,,,1.0
PARD6B,,1.0,,,
PARK7,1.0,,,,
PARM1,,,,1.0,
PARP10,,,,1.0,
PARP14,1.0,,,,
PARP16,,,,,1.0
PARP2,,,1.0,,
PARP3,1.0,,,,
PARP4,1.0,1.0,,,
PARP9,,,,1.0,
PARS2,,,,1.0,
PARVB,1.0,,,,
PARVG,,,,1.0,
PATE2,,,,1.0,
PATL1,,,,1.0,
PAX1,,1.0,,,
PAX2,,1.0,,,
PAX6,,,1.0,,
PAX9,,,,1.0,
PBRM1,,,,,1.0
PBX2,1.0,1.0,,,
PBX3,,,,1.0,
PBXIP1,1.0,1.0,,,
PCBD1,,1.0,,,
PCBP1,,1.0,,,
PCBP2,,1.0,,,
PCCB,,,1.0,,
PCDH20,,,,1.0,
PCDH7,1.0,,,,
PCDH8,,,1.0,,
PCED1B,,,,1.0,
PCGF1,1.0,,,,
PCGF3,,,,,1.0
PCGF6,1.0,,,,
PCK1,,1.0,,1.0,
PCOLCE,1.0,,,,
PCOLCE2,,1.0,1.0,,
PCP4,,,,,1.0
PCSK1,,,,1.0,
PCSK5,,1.0,,,
PCSK6,1.0,,,,
PCSK9,,1.0,,,
PCTP,1.0,1.0,,,
PCYOX1,,,,1.0,
PCYT1A,1.0,,,,
PDAP1,1.0,,,,
PDC,,1.0,,,
PDCD11,1.0,,,,
PDCD1LG2,1.0,,,,
PDCD2,,1.0,,,
PDCD2L,,1.0,,,
PDCD5,1.0,,,,
PDCD6,,,,1.0,
PDCD6IP,1.0,1.0,,,
PDCD7,,,,,1.0
PDCL,,,,,1.0
PDCL2,,1.0,,,1.0
PDCL3,1.0,,,,
PDE10A,,,,1.0,
PDE11A,,,,1.0,
PDE1A,,,,,1.0
PDE1C,,,1.0,,
PDE2A,,,1.0,,
PDE3B,,1.0,,1.0,
PDE4A,1.0,,1.0,,
PDE6A,,,,1.0,
PDE6B,,,,,1.0
PDE7B,,,,1.0,
PDE8A,1.0,,,,
PDE9A,,,,,1.0
PDF,1.0,,,,
PDGFA,1.0,,,,
PDGFB,,,,1.0,
PDGFC,1.0,,,,
PDGFRA,,1.0,,,
PDGFRB,1.0,,,,
PDHA1,,,1.0,,
PDHB,1.0,,,,
PDHX,,1.0,,,
PDIA2,,,1.0,,
PDIA3,1.0,,,,
PDIA4,1.0,1.0,,,
PDIA6,1.0,,,,
PDIK1L,,,,1.0,1.0
PDK2,1.0,,1.0,,
PDK3,,,,1.0,
PDLIM1,,,1.0,,
PDLIM2,1.0,,,,
PDLIM3,,,,1.0,
PDLIM4,1.0,,1.0,,
PDLIM5,1.0,,,1.0,
PDLIM7,1.0,,,,
PDP1,1.0,,,,
PDP2,,,1.0,,
PDRG1,,,1.0,,
PDSS1,,1.0,,,
PDSS2,,1.0,,1.0,
PDXDC1,,,,1.0,
PDXK,1.0,1.0,,,
PDXP,,,1.0,,
PDZD4,,,,,1.0
PDZD8,,1.0,,,
PDZRN3,,1.0,,,
PEAK1,1.0,1.0,,,
PELI2,,1.0,,1.0,
PELP1,,1.0,1.0,,
PEMT,,,1.0,,
PEPD,,,1.0,,
PERP,,,,1.0,
PES1,,,1.0,,
PET100,,,,,1.0
PEX1,,1.0,,,
PEX10,1.0,,,1.0,
PEX12,,1.0,,,
PEX14,1.0,,,,
PEX3,,1.0,,,
PEX5,,,1.0,,
PEX5L,,,,1.0,
PFAS,,,1.0,,
PFDN1,1.0,1.0,,,
PFDN4,1.0,,1.0,,
PFKFB2,,,,,1.0
PFKFB3,1.0,,,,
PFKL,,,1.0,,
PFKM,,,1.0,,
PFN1,1.0,1.0,,,
PFN4,1.0,,,,
PGA5,,,1.0,,
PGAM1,1.0,,,,
PGAP2,,1.0,,,
PGD,,1.0,,,
PGF,,,1.0,,
PGGT1B,1.0,,,,
PGLS,1.0,,,,
PGM1,1.0,,,,
PGM2,,1.0,,,
PGM3,1.0,1.0,,,
PGM5,,1.0,,,
PHACTR1,,,,,1.0
PHACTR3,,,1.0,1.0,
PHACTR4,,,,,1.0
PHAX,1.0,,,,
PHB,1.0,,1.0,,
PHB2,,,1.0,,
PHC2,,,,,1.0
PHC3,1.0,,,,
PHEX,,,,1.0,
PHF10,,,,,1.0
PHF11,1.0,,,1.0,
PHF19,,,,1.0,
PHF2,,,,,1.0
PHF20L1,,,,,1.0
PHF21B,,,1.0,,
PHF5A,,,1.0,,1.0
PHF6,,,,,1.0
PHGR1,,,,1.0,
PHIP,,,,,1.0
PHKA1,,,1.0,,
PHKB,,1.0,,,
PHLDA1,,,1.0,,
PHLDA2,,,,1.0,
PHLDA3,1.0,,1.0,,
PHLDB1,,,,1.0,
PHLDB3,1.0,1.0,,,
PHOSPHO1,1.0,,,,
PHTF1,,,1.0,,
PHYH,1.0,,,,
PHYHD1,,,1.0,,
PHYHIP,,,1.0,,
PHYKPL,1.0,,,,
PI3,1.0,,,,
PI4KB,1.0,,,,
PIANP,,,,,1.0
PIAS3,,,,1.0,
PICALM,1.0,1.0,,,
PIEZO1,1.0,1.0,,,
PIF1,,,1.0,,
PIFO,,,,1.0,
PIGB,1.0,,,,
PIGF,,1.0,,,
PIGG,1.0,,,,
PIGH,,,1.0,,
PIGK,1.0,,,,
PIGL,,,1.0,,
PIGM,,,,1.0,
PIGS,,1.0,,,
PIGT,,,,1.0,
PIGU,,,,1.0,
PIGV,,,,1.0,
PIGZ,1.0,,,,
PIK3C2B,,1.0,1.0,,
PIK3C2G,,1.0,,,
PIK3CD,1.0,,1.0,,
PIK3CG,,1.0,,,
PIK3IP1,,,,1.0,
PIK3R1,,,,,1.0
PIK3R2,,,1.0,,
PIK3R3,,,,,1.0
PIK3R5,,1.0,,,
PILRB,1.0,1.0,,,
PIN1,,,1.0,,
PIN4,,,1.0,,
PIP5K1A,1.0,,,,
PIP5K1B,,1.0,,,
PIPOX,,,,,1.0
PIR,,1.0,,,
PIRT,,1.0,,,
PITHD1,,,,,1.0
PITPNB,,1.0,1.0,,
PITPNM1,1.0,,,,
PITRM1,1.0,,,,
PITX2,,1.0,,,
PIWIL1,,,,1.0,
PIWIL2,,,1.0,,
PKD1L1,1.0,,,,
PKD2,1.0,,,,
PKIA,,,,,1.0
PKIG,,,,,1.0
PKM,1.0,,,,
PKMYT1,,,1.0,,
PKN2,1.0,1.0,,,
PKN3,1.0,,,,
PKNOX2,,1.0,,,
PKP1,,,,-1.0,
PKP3,,1.0,,1.0,
PLA1A,,1.0,,,
PLA2G10,,,,1.0,
PLA2G12A,,1.0,,,
PLA2G12B,,,,1.0,
PLA2G15,1.0,,,,
PLA2G16,1.0,,,,
PLA2G3,,,,,1.0
PLA2G4A,,1.0,,,
PLA2G4B,1.0,,,,
PLA2G4C,,,,1.0,
PLA2G4D,,,,1.0,
PLA2G4E,,,,1.0,
PLA2G7,,1.0,,,
PLAC8,,,,1.0,
PLAGL2,,1.0,,,
PLAT,1.0,,,,
PLAU,1.0,,,,
PLAUR,,,,,1.0
PLBD1,1.0,,,,
PLBD2,1.0,,,,
PLCB2,,1.0,,,
PLCB3,1.0,1.0,,,
PLCD1,1.0,,,,
PLCD3,1.0,,1.0,,
PLCD4,1.0,,,,
PLCG2,1.0,1.0,,,
PLCH1,,1.0,,,
PLCH2,,,1.0,,
PLCL2,,,1.0,,
PLCXD1,,,1.0,,
PLD1,1.0,1.0,,,
PLD2,1.0,,,,
PLD5,,,,,1.0
PLD6,,1.0,1.0,,
PLEC,1.0,,,,
PLEKHA4,1.0,,,,
PLEKHA6,,,,1.0,
PLEKHA7,,1.0,,1.0,
PLEKHB1,,,,1.0,
PLEKHB2,1.0,1.0,,,
PLEKHF1,1.0,,,,
PLEKHG1,,,,,1.0
PLEKHG2,1.0,,,,
PLEKHG5,,1.0,,,1.0
PLEKHG6,,1.0,,1.0,
PLEKHG7,,1.0,,,
PLEKHH2,,,,1.0,
PLEKHM2,1.0,,,,
PLEKHM3,,,,,1.0
PLEKHN1,1.0,1.0,,,
PLEKHO1,,,,,1.0
PLEKHO2,1.0,1.0,1.0,,
PLEKHS1,,1.0,,1.0,
PLIN2,,,1.0,,
PLIN3,1.0,1.0,,,
PLK2,1.0,,,,
PLK3,,,1.0,,
PLK4,1.0,,,,
PLK5,1.0,,,,
PLLP,,,,1.0,
PLOD1,1.0,,,,
PLOD3,1.0,,,,
PLRG1,1.0,1.0,,,
PLS1,,,,1.0,
PLS3,1.0,,,,
PLSCR1,,1.0,,,
PLTP,,1.0,1.0,,
PLXDC1,,,1.0,,
PLXDC2,1.0,,,,
PLXNA2,,,,1.0,
PLXNA3,,,,,1.0
PLXNB1,,,,1.0,
PLXNB2,1.0,,,,
PLXNB3,,,1.0,,
PLXND1,,,,1.0,
PMAIP1,,,,,1.0
PMCH,,,,,1.0
PML,1.0,,,,
PMM1,1.0,,,,
PMM2,1.0,,,1.0,
PMP22,1.0,,,,
PMPCA,,,1.0,,
PMS1,,1.0,,,
PMS2,1.0,,,,
PNISR,1.0,1.0,,,
PNMA6A,,,,1.0,
PNN,,1.0,1.0,,
PNP,,,1.0,,
PNPLA3,,,1.0,,
PNPLA6,1.0,,,,
PNPLA7,,,,1.0,
PNPLA8,,,,,1.0
POC1A,1.0,,,,
PODN,,,1.0,,
PODNL1,1.0,,,,
PODXL2,,,1.0,,
POF1B,,,,1.0,
POFUT1,1.0,,,,
POFUT2,1.0,,,,
POGK,,,,,1.0
POLA1,,,,,1.0
POLD1,,,1.0,,
POLD2,,,1.0,,
POLD3,,,,1.0,
POLD4,1.0,1.0,,,
POLDIP2,,1.0,1.0,,
POLDIP3,,,1.0,,
POLE2,,,1.0,,
POLE4,1.0,,,,
POLG2,,1.0,1.0,,
POLM,,1.0,,,
POLQ,1.0,,,,
POLR1B,,1.0,1.0,,
POLR1D,,,1.0,,
POLR1E,1.0,,,,
POLR2A,1.0,1.0,,,
POLR2E,,,1.0,,
POLR2F,,,1.0,,
POLR2K,,,,1.0,
POLR2M,1.0,,,,
POLR3D,,,1.0,,
POLR3GL,,,,1.0,
POLR3H,,,1.0,,
POLRMT,,,1.0,,
POMGNT1,1.0,,,1.0,
POMP,1.0,1.0,,,
POMT2,,,1.0,,
PON2,1.0,,,,
POP4,1.0,,,,
POPDC2,,,,,1.0
PORCN,1.0,,1.0,,
POSTN,1.0,,,,
POTEE,1.0,1.0,,,
POTEF,,1.0,,,
POU2F2,,,,,1.0
POU2F3,,1.0,,,
POU3F1,,,1.0,,
POU3F3,,,,,1.0
POU5F1B,,1.0,,,
POU6F1,,1.0,1.0,,
PPA1,,1.0,,,
PPAN,,,1.0,,
PPARA,,,,1.0,
PPARD,1.0,,,,
PPCS,,,,1.0,
PPFIA1,,,,,1.0
PPFIA2,,,1.0,,
PPFIA3,,,1.0,,
PPFIBP1,1.0,1.0,,,
PPFIBP2,,,,1.0,
PPIB,1.0,,,,
PPIC,1.0,,,,
PPID,1.0,,,,
