0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.315486387607894381e+00,1.509293068863230669e+00,1.117197414931596189e+00,1.366418899474213244e+00,1.716180531417059729e+00,1.346198589746579799e+00,1.573985142210428290e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.252970856975465175e+00,1.665639116913359086e+00,2.000000000000000000e+00,1.804753203693171493e+00,2.000000000000000000e+00,1.617819442193193069e+00,1.705462972200351590e+00,1.245021471128437751e+00
2.000000000000000000e+00,1.252970856975465175e+00,0.000000000000000000e+00,1.839064324378691939e+00,1.787564986253821209e+00,1.966313507687815321e+00,1.875081329116888629e+00,1.380432249175774784e+00,1.452338625673017081e+00,1.408513168370567836e+00
1.315486387607894381e+00,1.665639116913359086e+00,1.839064324378691939e+00,0.000000000000000000e+00,1.441569035851876457e+00,1.313626359182290759e+00,1.854005504784704161e+00,1.576223722169951103e+00,1.791072162196315931e+00,1.684418407331684575e+00
1.509293068863230669e+00,2.000000000000000000e+00,1.787564986253821209e+00,1.441569035851876457e+00,0.000000000000000000e+00,1.335209581972349069e+00,1.195634400111140305e+00,1.454343307860314294e+00,1.578109493482746650e+00,1.977485761468370740e+00
1.117197414931596189e+00,1.804753203693171493e+00,1.966313507687815321e+00,1.313626359182290759e+00,1.335209581972349069e+00,0.000000000000000000e+00,1.473281414383328602e+00,1.490181473720851191e+00,1.573675940171726850e+00,1.689489801979936034e+00
1.366418899474213244e+00,2.000000000000000000e+00,1.875081329116888629e+00,1.854005504784704161e+00,1.195634400111140305e+00,1.473281414383328602e+00,0.000000000000000000e+00,1.849333825094526595e+00,1.502785796762654780e+00,1.880756743775351403e+00
1.716180531417059729e+00,1.617819442193193069e+00,1.380432249175774784e+00,1.576223722169951103e+00,1.454343307860314294e+00,1.490181473720851191e+00,1.849333825094526595e+00,0.000000000000000000e+00,1.441813355964665533e+00,1.729546613448486259e+00
1.346198589746579799e+00,1.705462972200351590e+00,1.452338625673017081e+00,1.791072162196315931e+00,1.578109493482746650e+00,1.573675940171726850e+00,1.502785796762654780e+00,1.441813355964665533e+00,0.000000000000000000e+00,1.690896639763298070e+00
1.573985142210428290e+00,1.245021471128437751e+00,1.408513168370567836e+00,1.684418407331684575e+00,1.977485761468370740e+00,1.689489801979936034e+00,1.880756743775351403e+00,1.729546613448486259e+00,1.690896639763298070e+00,0.000000000000000000e+00
