0.000000000000000000e+00,3.988427027849443529e-02,4.198535806776852730e-02,2.882603095926685247e-02,2.758625190917818673e-02,2.222633142493448885e-02,2.355402267951384535e-02,3.036139059675496341e-02,2.191620519907875111e-02,3.244346170682436969e-02
3.988427027849443529e-02,0.000000000000000000e+00,2.922837479147175760e-02,3.432265374914437311e-02,3.589764232537986932e-02,3.872637588128068076e-02,4.536668467878000877e-02,2.800849577316062017e-02,4.247719437558860472e-02,2.693482723001673976e-02
4.198535806776852730e-02,2.922837479147175760e-02,0.000000000000000000e+00,2.879891427890959865e-02,3.451531025384924761e-02,3.742182011787714702e-02,4.360422892450116494e-02,2.607053929847416920e-02,4.670324832677570648e-02,2.811214068666924998e-02
2.882603095926685247e-02,3.432265374914437311e-02,2.879891427890959865e-02,0.000000000000000000e+00,2.238090612670090920e-02,2.680034561702412596e-02,3.970470610314281307e-02,2.131479803005008333e-02,3.694563963545393487e-02,3.427038101399745851e-02
2.758625190917818673e-02,3.589764232537986932e-02,3.451531025384924761e-02,2.238090612670090920e-02,0.000000000000000000e+00,2.619461086550672543e-02,3.404947943834454871e-02,2.213225326976910740e-02,3.133829731774596256e-02,3.532015757899248376e-02
2.222633142493448885e-02,3.872637588128068076e-02,3.742182011787714702e-02,2.680034561702412596e-02,2.619461086550672543e-02,0.000000000000000000e+00,2.879449011913980117e-02,2.729033148043303117e-02,2.739903598815019575e-02,3.121969668491413052e-02
2.355402267951384535e-02,4.536668467878000877e-02,4.360422892450116494e-02,3.970470610314281307e-02,3.404947943834454871e-02,2.879449011913980117e-02,0.000000000000000000e+00,3.699049034250538603e-02,2.791569868115921157e-02,3.472476568829136606e-02
3.036139059675496341e-02,2.800849577316062017e-02,2.607053929847416920e-02,2.131479803005008333e-02,2.213225326976910740e-02,2.729033148043303117e-02,3.699049034250538603e-02,0.000000000000000000e+00,3.401135182621397440e-02,3.604700528565185635e-02
2.191620519907875111e-02,4.247719437558860472e-02,4.670324832677570648e-02,3.694563963545393487e-02,3.133829731774596256e-02,2.739903598815019575e-02,2.791569868115921157e-02,3.401135182621397440e-02,0.000000000000000000e+00,3.613367986653314573e-02
3.244346170682436969e-02,2.693482723001673976e-02,2.811214068666924998e-02,3.427038101399745851e-02,3.532015757899248376e-02,3.121969668491413052e-02,3.472476568829136606e-02,3.604700528565185635e-02,3.613367986653314573e-02,0.000000000000000000e+00
